month_number,Department,Monthly Quantity Seized (kg),Log Monthly Quantity Seized (kg),Percent Population in Urban Areas,HDI,GDI,Mean International Wealth Index,Infant Deaths per 1000 Live Births,Mean Years Schooling,Log Gross National Income Per Capita in 1000 USD,Life Expectancy,Population Density_x,Number of Corruption Cases,Percent of Total Corruption Cases for That Year,Number of Homicides that Year,Gini Coefficient,% Poorest Household (IWI under 30),Border_Department,Ocean_department,Current income (millions pesos),Tax income (millions pesos),Transfers from national entities (millions of pesos),Current expensives linked to institutional performance,Operating Expenses,Area km2,Rural population,Urban population,Total population,Distance to Bogota,Population Density_y,Urban to Rural Population Ratio,Percent Urban Population,Percent Rural Population,Historical Attacks on Population By FARC (1993-2008),Historical Attacks on Population by ELN (1993-2008),Historical Attacks on Population by AUC (1993-2008),Historical Antinarcotics Operations (1993-2008),Historical Dismantling Labs (1993-2008),Total acts of terrorism,Total acts against police,Total subversive actions,Total acts of extorsion,Hectares of coca,Hectores of coca erdaicted manually ,Presence of coca cultivation (dummy),Civilians hurt by mines,Civilians killed by mines,Public force members hurt by mines,Public force members killed by mines,Events of Abandoned property,Events of Acts of Terrorism,Events of Threats,Events of Confinement,Events of Sexual Crimes,Events of Forced Disappearances,Events of Displacement,Events of Homicide,Events of Personal Physical Injuries,Events of Personal Pyschological Injuries,Events of Mine Explosions,Events of Loss of Estate,Events of Kiddnapping,Events of Torture
0,Amazonas,0.149,0.13889199886661863,0.376,0.676,0.95,58.3,24.4,7.017,8.734,73.49,0.5782247980330172,1.0,0.0192307692307692,10,0.13,0.17,1,0,9749.0,6323.0,1562.0,5712.0,5367.0,109665.0,46020.0,27679.0,73699.0,758.0909090909091,0.6720375689600145,0.6014558887440243,0.3755681895276734,0.6244318104723267,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,2.0,98.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,62.0,0.0,3.0,5.0,167.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0
1,Amazonas,0.0,0.0,0.376,0.676,0.95,58.3,24.4,7.017,8.734,73.49,8.658130766973164,1.0,0.0192307692307692,10,0.1,0.0126,1,0,9749.0,6323.0,1562.0,5712.0,5367.0,109665.0,46020.0,27679.0,73699.0,758.0909090909091,0.6720375689600145,0.6014558887440243,0.3755681895276734,0.6244318104723267,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,2.0,98.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,62.0,0.0,3.0,5.0,167.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0
2,Amazonas,0.1,0.09531017980432487,0.376,0.676,0.95,58.3,24.4,7.017,8.734,73.49,4366.651974027205,1.0,0.0192307692307692,10,0.06,0.0003,1,0,9749.0,6323.0,1562.0,5712.0,5367.0,109665.0,46020.0,27679.0,73699.0,758.0909090909091,0.6720375689600145,0.6014558887440243,0.3755681895276734,0.6244318104723267,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,2.0,98.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,62.0,0.0,3.0,5.0,167.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0
3,Amazonas,65.161,4.192091165474243,0.376,0.676,0.95,58.3,24.4,7.017,8.734,73.49,130.64819476819477,1.0,0.0192307692307692,10,0.08,0.0026,1,0,9749.0,6323.0,1562.0,5712.0,5367.0,109665.0,46020.0,27679.0,73699.0,758.0909090909091,0.6720375689600145,0.6014558887440243,0.3755681895276734,0.6244318104723267,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,2.0,98.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,62.0,0.0,3.0,5.0,167.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0
4,Amazonas,6.344,1.9938836533181894,0.376,0.676,0.95,58.3,24.4,7.017,8.734,73.49,8.175834572239491,1.0,0.0192307692307692,10,0.1,0.023,1,0,9749.0,6323.0,1562.0,5712.0,5367.0,109665.0,46020.0,27679.0,73699.0,758.0909090909091,0.6720375689600145,0.6014558887440243,0.3755681895276734,0.6244318104723267,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,2.0,98.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,62.0,0.0,3.0,5.0,167.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0
5,Amazonas,7.549,2.145814317044097,0.376,0.676,0.95,58.3,24.4,7.017,8.734,73.49,9.767272414884763,1.0,0.0192307692307692,10,0.21,0.157,1,0,9749.0,6323.0,1562.0,5712.0,5367.0,109665.0,46020.0,27679.0,73699.0,758.0909090909091,0.6720375689600145,0.6014558887440243,0.3755681895276734,0.6244318104723267,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,2.0,98.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,62.0,0.0,3.0,5.0,167.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0
6,Amazonas,0.0,0.0,0.376,0.676,0.95,58.3,24.4,7.017,8.734,73.49,0.49288001061767,1.0,0.0192307692307692,10,0.24,0.2269999999999999,1,0,9749.0,6323.0,1562.0,5712.0,5367.0,109665.0,46020.0,27679.0,73699.0,758.0909090909091,0.6720375689600145,0.6014558887440243,0.3755681895276734,0.6244318104723267,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,2.0,98.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,62.0,0.0,3.0,5.0,167.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0
7,Amazonas,11.0,2.4849066497880004,0.376,0.676,0.95,58.3,24.4,7.017,8.734,73.49,35.65475257939616,1.0,0.0192307692307692,10,0.26,0.206,1,0,9749.0,6323.0,1562.0,5712.0,5367.0,109665.0,46020.0,27679.0,73699.0,758.0909090909091,0.6720375689600145,0.6014558887440243,0.3755681895276734,0.6244318104723267,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,2.0,98.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,62.0,0.0,3.0,5.0,167.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0
8,Amazonas,2.26,1.1817271953786161,0.376,0.676,0.95,58.3,24.4,7.017,8.734,73.49,50.00074730019489,1.0,0.0192307692307692,10,0.15,0.0784,1,0,9749.0,6323.0,1562.0,5712.0,5367.0,109665.0,46020.0,27679.0,73699.0,758.0909090909091,0.6720375689600145,0.6014558887440243,0.3755681895276734,0.6244318104723267,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,2.0,98.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,62.0,0.0,3.0,5.0,167.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0
9,Amazonas,0.0,0.0,0.376,0.676,0.95,58.3,24.4,7.017,8.734,73.49,11.557514628888203,1.0,0.0192307692307692,10,0.12,0.0537,1,0,9749.0,6323.0,1562.0,5712.0,5367.0,109665.0,46020.0,27679.0,73699.0,758.0909090909091,0.6720375689600145,0.6014558887440243,0.3755681895276734,0.6244318104723267,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,2.0,98.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,62.0,0.0,3.0,5.0,167.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0
10,Amazonas,0.0,0.0,0.376,0.676,0.95,58.3,24.4,7.017,8.734,73.49,68.64154918410343,1.0,0.0192307692307692,10,0.1,0.0292,1,0,9749.0,6323.0,1562.0,5712.0,5367.0,109665.0,46020.0,27679.0,73699.0,758.0909090909091,0.6720375689600145,0.6014558887440243,0.3755681895276734,0.6244318104723267,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,2.0,98.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,62.0,0.0,3.0,5.0,167.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0
11,Amazonas,0.0,0.0,0.376,0.676,0.95,58.3,24.4,7.017,8.734,73.49,207.9714283587312,1.0,0.0192307692307692,10,0.07,0.0040999999999999,1,0,9749.0,6323.0,1562.0,5712.0,5367.0,109665.0,46020.0,27679.0,73699.0,758.0909090909091,0.6720375689600145,0.6014558887440243,0.3755681895276734,0.6244318104723267,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,2.0,98.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,62.0,0.0,3.0,5.0,167.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0
12,Amazonas,3.64,1.534714366238164,0.375,0.691,0.953,61.1,27.0,7.475,8.828,73.34,0.5984278187565859,0.0,0.0,11,0.06,0.0527,1,0,10678.0,7018.0,1858.0,5770.0,5477.0,109665.0,46615.0,27926.0,74541.0,758.0909090909091,0.679715497196006,0.5990775501448031,0.3746394601628633,0.6253605398371366,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,3.0,110.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,3.0,189.0,20.0,0.0,0.0,0.0,4.0,1.0,0.0
13,Amazonas,3.5,1.5040773967762742,0.375,0.691,0.953,61.1,27.0,7.475,8.828,73.34,9.047135582123634,0.0,0.0,11,0.09,0.0191,1,0,10678.0,7018.0,1858.0,5770.0,5477.0,109665.0,46615.0,27926.0,74541.0,758.0909090909091,0.679715497196006,0.5990775501448031,0.3746394601628633,0.6253605398371366,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,3.0,110.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,3.0,189.0,20.0,0.0,0.0,0.0,4.0,1.0,0.0
14,Amazonas,0.0,0.0,0.375,0.691,0.953,61.1,27.0,7.475,8.828,73.34,4400.076686098867,0.0,0.0,11,0.09,0.0056999999999999,1,0,10678.0,7018.0,1858.0,5770.0,5477.0,109665.0,46615.0,27926.0,74541.0,758.0909090909091,0.679715497196006,0.5990775501448031,0.3746394601628633,0.6253605398371366,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,3.0,110.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,3.0,189.0,20.0,0.0,0.0,0.0,4.0,1.0,0.0
15,Amazonas,8.0,2.1972245773362196,0.375,0.691,0.953,61.1,27.0,7.475,8.828,73.34,131.28101528101527,0.0,0.0,11,0.13,0.0289999999999999,1,0,10678.0,7018.0,1858.0,5770.0,5477.0,109665.0,46615.0,27926.0,74541.0,758.0909090909091,0.679715497196006,0.5990775501448031,0.3746394601628633,0.6253605398371366,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,3.0,110.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,3.0,189.0,20.0,0.0,0.0,0.0,4.0,1.0,0.0
16,Amazonas,0.0,0.0,0.375,0.691,0.953,61.1,27.0,7.475,8.828,73.34,8.39187728071361,0.0,0.0,11,0.15,0.0528,1,0,10678.0,7018.0,1858.0,5770.0,5477.0,109665.0,46615.0,27926.0,74541.0,758.0909090909091,0.679715497196006,0.5990775501448031,0.3746394601628633,0.6253605398371366,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,3.0,110.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,3.0,189.0,20.0,0.0,0.0,0.0,4.0,1.0,0.0
17,Amazonas,12.0,2.5649493574615367,0.375,0.691,0.953,61.1,27.0,7.475,8.828,73.34,9.9828711606471,0.0,0.0,11,0.16,0.0851,1,0,10678.0,7018.0,1858.0,5770.0,5477.0,109665.0,46615.0,27926.0,74541.0,758.0909090909091,0.679715497196006,0.5990775501448031,0.3746394601628633,0.6253605398371366,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,3.0,110.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,3.0,189.0,20.0,0.0,0.0,0.0,4.0,1.0,0.0
18,Amazonas,0.0,0.0,0.375,0.691,0.953,61.1,27.0,7.475,8.828,73.34,0.5232191394292139,0.0,0.0,11,0.17,0.103,1,0,10678.0,7018.0,1858.0,5770.0,5477.0,109665.0,46615.0,27926.0,74541.0,758.0909090909091,0.679715497196006,0.5990775501448031,0.3746394601628633,0.6253605398371366,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,3.0,110.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,3.0,189.0,20.0,0.0,0.0,0.0,4.0,1.0,0.0
19,Amazonas,0.26,0.23111172096338664,0.375,0.691,0.953,61.1,27.0,7.475,8.828,73.34,36.82896533202032,0.0,0.0,11,0.1,0.0215,1,0,10678.0,7018.0,1858.0,5770.0,5477.0,109665.0,46615.0,27926.0,74541.0,758.0909090909091,0.679715497196006,0.5990775501448031,0.3746394601628633,0.6253605398371366,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,3.0,110.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,3.0,189.0,20.0,0.0,0.0,0.0,4.0,1.0,0.0
20,Amazonas,3.0,1.3862943611198906,0.375,0.691,0.953,61.1,27.0,7.475,8.828,73.34,10.801353778518884,0.0,0.0,11,0.16,0.0747,1,0,10678.0,7018.0,1858.0,5770.0,5477.0,109665.0,46615.0,27926.0,74541.0,758.0909090909091,0.679715497196006,0.5990775501448031,0.3746394601628633,0.6253605398371366,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,3.0,110.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,3.0,189.0,20.0,0.0,0.0,0.0,4.0,1.0,0.0
21,Amazonas,26.68,3.3207101307494686,0.375,0.691,0.953,61.1,27.0,7.475,8.828,73.34,11.865260240221742,0.0,0.0,11,0.11,0.0272,1,0,10678.0,7018.0,1858.0,5770.0,5477.0,109665.0,46615.0,27926.0,74541.0,758.0909090909091,0.679715497196006,0.5990775501448031,0.3746394601628633,0.6253605398371366,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,3.0,110.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,3.0,189.0,20.0,0.0,0.0,0.0,4.0,1.0,0.0
22,Amazonas,4.02,1.6134299337036377,0.375,0.691,0.953,61.1,27.0,7.475,8.828,73.34,69.1164606474315,0.0,0.0,11,0.07,0.0016,1,0,10678.0,7018.0,1858.0,5770.0,5477.0,109665.0,46615.0,27926.0,74541.0,758.0909090909091,0.679715497196006,0.5990775501448031,0.3746394601628633,0.6253605398371366,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,3.0,110.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,3.0,189.0,20.0,0.0,0.0,0.0,4.0,1.0,0.0
23,Amazonas,0.0,0.0,0.375,0.691,0.953,61.1,27.0,7.475,8.828,73.34,209.40654289096173,0.0,0.0,11,0.13,0.0356,1,0,10678.0,7018.0,1858.0,5770.0,5477.0,109665.0,46615.0,27926.0,74541.0,758.0909090909091,0.679715497196006,0.5990775501448031,0.3746394601628633,0.6253605398371366,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,3.0,110.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,3.0,189.0,20.0,0.0,0.0,0.0,4.0,1.0,0.0
24,Amazonas,0.157,0.1458304482115395,0.374,0.7,0.952,63.9,29.6,7.891,8.919,73.17,0.6186308394801545,1.0,0.0172413793103448,20,0.07,0.0036,1,0,13015.0,8665.0,1862.0,6174.0,6001.0,109665.0,47225.0,28163.0,75388.0,758.0909090909091,0.6874390188300734,0.5963578613022763,0.3735740436143683,0.6264259563856317,2.0,0.0,0.0,51.0,16.0,2.0,0.0,2.0,3.0,173.0,5.11,1.0,1.0,0.0,1.0,2.0,0.0,8.0,98.0,0.0,6.0,0.0,261.0,4.0,2.0,0.0,3.0,1.0,2.0,0.0
25,Amazonas,0.285,0.2507587183471831,0.374,0.7,0.952,63.9,29.6,7.891,8.919,73.17,9.436140397274102,1.0,0.0172413793103448,20,0.14,0.0905,1,0,13015.0,8665.0,1862.0,6174.0,6001.0,109665.0,47225.0,28163.0,75388.0,758.0909090909091,0.6874390188300734,0.5963578613022763,0.3735740436143683,0.6264259563856317,2.0,0.0,0.0,51.0,16.0,2.0,0.0,2.0,3.0,173.0,5.11,1.0,1.0,0.0,1.0,2.0,0.0,8.0,98.0,0.0,6.0,0.0,261.0,4.0,2.0,0.0,3.0,1.0,2.0,0.0
26,Amazonas,0.017,0.0168571170664229,0.374,0.7,0.952,63.9,29.6,7.891,8.919,73.17,4433.501398170529,1.0,0.0172413793103448,20,0.06,0.001,1,0,13015.0,8665.0,1862.0,6174.0,6001.0,109665.0,47225.0,28163.0,75388.0,758.0909090909091,0.6874390188300734,0.5963578613022763,0.3735740436143683,0.6264259563856317,2.0,0.0,0.0,51.0,16.0,2.0,0.0,2.0,3.0,173.0,5.11,1.0,1.0,0.0,1.0,2.0,0.0,8.0,98.0,0.0,6.0,0.0,261.0,4.0,2.0,0.0,3.0,1.0,2.0,0.0
27,Amazonas,0.019,0.01882175424058776,0.374,0.7,0.952,63.9,29.6,7.891,8.919,73.17,131.91383579383577,1.0,0.0172413793103448,20,0.14,0.0647,1,0,13015.0,8665.0,1862.0,6174.0,6001.0,109665.0,47225.0,28163.0,75388.0,758.0909090909091,0.6874390188300734,0.5963578613022763,0.3735740436143683,0.6264259563856317,2.0,0.0,0.0,51.0,16.0,2.0,0.0,2.0,3.0,173.0,5.11,1.0,1.0,0.0,1.0,2.0,0.0,8.0,98.0,0.0,6.0,0.0,261.0,4.0,2.0,0.0,3.0,1.0,2.0,0.0
28,Amazonas,108.795,4.698614990697955,0.374,0.7,0.952,63.9,29.6,7.891,8.919,73.17,8.607919989187728,1.0,0.0172413793103448,20,0.08,0.0017,1,0,13015.0,8665.0,1862.0,6174.0,6001.0,109665.0,47225.0,28163.0,75388.0,758.0909090909091,0.6874390188300734,0.5963578613022763,0.3735740436143683,0.6264259563856317,2.0,0.0,0.0,51.0,16.0,2.0,0.0,2.0,3.0,173.0,5.11,1.0,1.0,0.0,1.0,2.0,0.0,8.0,98.0,0.0,6.0,0.0,261.0,4.0,2.0,0.0,3.0,1.0,2.0,0.0
29,Amazonas,60.563,4.120061040726737,0.374,0.7,0.952,63.9,29.6,7.891,8.919,73.17,10.198469906409434,1.0,0.0172413793103448,20,0.16,0.0641,1,0,13015.0,8665.0,1862.0,6174.0,6001.0,109665.0,47225.0,28163.0,75388.0,758.0909090909091,0.6874390188300734,0.5963578613022763,0.3735740436143683,0.6264259563856317,2.0,0.0,0.0,51.0,16.0,2.0,0.0,2.0,3.0,173.0,5.11,1.0,1.0,0.0,1.0,2.0,0.0,8.0,98.0,0.0,6.0,0.0,261.0,4.0,2.0,0.0,3.0,1.0,2.0,0.0
30,Amazonas,0.0,0.0,0.374,0.7,0.952,63.9,29.6,7.891,8.919,73.17,0.5535582682407578,1.0,0.0172413793103448,20,0.09,0.0121999999999999,1,0,13015.0,8665.0,1862.0,6174.0,6001.0,109665.0,47225.0,28163.0,75388.0,758.0909090909091,0.6874390188300734,0.5963578613022763,0.3735740436143683,0.6264259563856317,2.0,0.0,0.0,51.0,16.0,2.0,0.0,2.0,3.0,173.0,5.11,1.0,1.0,0.0,1.0,2.0,0.0,8.0,98.0,0.0,6.0,0.0,261.0,4.0,2.0,0.0,3.0,1.0,2.0,0.0
31,Amazonas,1.571,0.9442949282837524,0.374,0.7,0.952,63.9,29.6,7.891,8.919,73.17,38.00317808464448,1.0,0.0172413793103448,20,0.09,0.015,1,0,13015.0,8665.0,1862.0,6174.0,6001.0,109665.0,47225.0,28163.0,75388.0,758.0909090909091,0.6874390188300734,0.5963578613022763,0.3735740436143683,0.6264259563856317,2.0,0.0,0.0,51.0,16.0,2.0,0.0,2.0,3.0,173.0,5.11,1.0,1.0,0.0,1.0,2.0,0.0,8.0,98.0,0.0,6.0,0.0,261.0,4.0,2.0,0.0,3.0,1.0,2.0,0.0
32,Amazonas,0.026,0.02566774674857779,0.374,0.7,0.952,63.9,29.6,7.891,8.919,73.17,11.07241347986376,1.0,0.0172413793103448,20,0.25,0.22,1,0,13015.0,8665.0,1862.0,6174.0,6001.0,109665.0,47225.0,28163.0,75388.0,758.0909090909091,0.6874390188300734,0.5963578613022763,0.3735740436143683,0.6264259563856317,2.0,0.0,0.0,51.0,16.0,2.0,0.0,2.0,3.0,173.0,5.11,1.0,1.0,0.0,1.0,2.0,0.0,8.0,98.0,0.0,6.0,0.0,261.0,4.0,2.0,0.0,3.0,1.0,2.0,0.0
33,Amazonas,0.41300000000000003,0.34571510370239045,0.374,0.7,0.952,63.9,29.6,7.891,8.919,73.17,12.17300585155528,1.0,0.0172413793103448,20,0.15,0.0693,1,0,13015.0,8665.0,1862.0,6174.0,6001.0,109665.0,47225.0,28163.0,75388.0,758.0909090909091,0.6874390188300734,0.5963578613022763,0.3735740436143683,0.6264259563856317,2.0,0.0,0.0,51.0,16.0,2.0,0.0,2.0,3.0,173.0,5.11,1.0,1.0,0.0,1.0,2.0,0.0,8.0,98.0,0.0,6.0,0.0,261.0,4.0,2.0,0.0,3.0,1.0,2.0,0.0
34,Amazonas,0.0,0.0,0.374,0.7,0.952,63.9,29.6,7.891,8.919,73.17,69.59137211075956,1.0,0.0172413793103448,20,0.06,0.0004,1,0,13015.0,8665.0,1862.0,6174.0,6001.0,109665.0,47225.0,28163.0,75388.0,758.0909090909091,0.6874390188300734,0.5963578613022763,0.3735740436143683,0.6264259563856317,2.0,0.0,0.0,51.0,16.0,2.0,0.0,2.0,3.0,173.0,5.11,1.0,1.0,0.0,1.0,2.0,0.0,8.0,98.0,0.0,6.0,0.0,261.0,4.0,2.0,0.0,3.0,1.0,2.0,0.0
35,Amazonas,0.003,0.002995508979798479,0.374,0.7,0.952,63.9,29.6,7.891,8.919,73.17,210.8416574231923,1.0,0.0172413793103448,20,0.15,0.065,1,0,13015.0,8665.0,1862.0,6174.0,6001.0,109665.0,47225.0,28163.0,75388.0,758.0909090909091,0.6874390188300734,0.5963578613022763,0.3735740436143683,0.6264259563856317,2.0,0.0,0.0,51.0,16.0,2.0,0.0,2.0,3.0,173.0,5.11,1.0,1.0,0.0,1.0,2.0,0.0,8.0,98.0,0.0,6.0,0.0,261.0,4.0,2.0,0.0,3.0,1.0,2.0,0.0
36,Amazonas,45.900000000000006,3.8480176754522337,0.372,0.708,0.954,66.7,32.2,8.205,9.005,73.0,0.6388338602037231,0.0,0.0,9,0.06,0.0031,1,0,15681.0,10901.0,2093.0,7690.0,7516.0,109665.0,47853.0,28390.0,76243.0,758.0909090909091,0.6952354899010623,0.5932752387520114,0.3723620529097753,0.6276379470902247,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,3.0,112.0,10.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,3.0,197.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
37,Amazonas,125.75299999999999,4.842240310830248,0.372,0.708,0.954,66.7,32.2,8.205,9.005,73.0,9.825145212424571,0.0,0.0,9,0.06,0.0204,1,0,15681.0,10901.0,2093.0,7690.0,7516.0,109665.0,47853.0,28390.0,76243.0,758.0909090909091,0.6952354899010623,0.5932752387520114,0.3723620529097753,0.6276379470902247,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,3.0,112.0,10.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,3.0,197.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
38,Amazonas,120.21400000000001,4.797557578515423,0.372,0.708,0.954,66.7,32.2,8.205,9.005,73.0,4466.926110242192,0.0,0.0,9,0.1,0.0101,1,0,15681.0,10901.0,2093.0,7690.0,7516.0,109665.0,47853.0,28390.0,76243.0,758.0909090909091,0.6952354899010623,0.5932752387520114,0.3723620529097753,0.6276379470902247,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,3.0,112.0,10.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,3.0,197.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
39,Amazonas,118.256,4.781272442968129,0.372,0.708,0.954,66.7,32.2,8.205,9.005,73.0,132.5466563066563,0.0,0.0,9,0.05,0.0002,1,0,15681.0,10901.0,2093.0,7690.0,7516.0,109665.0,47853.0,28390.0,76243.0,758.0909090909091,0.6952354899010623,0.5932752387520114,0.3723620529097753,0.6276379470902247,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,3.0,112.0,10.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,3.0,197.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
40,Amazonas,0.1379999999999999,0.1292723357041391,0.372,0.708,0.954,66.7,32.2,8.205,9.005,73.0,8.823962697661846,0.0,0.0,9,0.11,0.0189,1,0,15681.0,10901.0,2093.0,7690.0,7516.0,109665.0,47853.0,28390.0,76243.0,758.0909090909091,0.6952354899010623,0.5932752387520114,0.3723620529097753,0.6276379470902247,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,3.0,112.0,10.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,3.0,197.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
41,Amazonas,1.4929999999999999,0.9134868045414208,0.372,0.708,0.954,66.7,32.2,8.205,9.005,73.0,10.41406865217177,0.0,0.0,9,0.1,0.0275,1,0,15681.0,10901.0,2093.0,7690.0,7516.0,109665.0,47853.0,28390.0,76243.0,758.0909090909091,0.6952354899010623,0.5932752387520114,0.3723620529097753,0.6276379470902247,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,3.0,112.0,10.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,3.0,197.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
42,Amazonas,21.645,3.119939077008177,0.372,0.708,0.954,66.7,32.2,8.205,9.005,73.0,0.5838973970523018,0.0,0.0,9,0.21,0.1669999999999999,1,0,15681.0,10901.0,2093.0,7690.0,7516.0,109665.0,47853.0,28390.0,76243.0,758.0909090909091,0.6952354899010623,0.5932752387520114,0.3723620529097753,0.6276379470902247,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,3.0,112.0,10.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,3.0,197.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
43,Amazonas,29.7,3.4242626545931514,0.372,0.708,0.954,66.7,32.2,8.205,9.005,73.0,39.17739083726863,0.0,0.0,9,0.24,0.293,1,0,15681.0,10901.0,2093.0,7690.0,7516.0,109665.0,47853.0,28390.0,76243.0,758.0909090909091,0.6952354899010623,0.5932752387520114,0.3723620529097753,0.6276379470902247,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,3.0,112.0,10.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,3.0,197.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
44,Amazonas,0.024,0.023716526617316044,0.372,0.708,0.954,66.7,32.2,8.205,9.005,73.0,11.343473181208632,0.0,0.0,9,0.09,0.0163,1,0,15681.0,10901.0,2093.0,7690.0,7516.0,109665.0,47853.0,28390.0,76243.0,758.0909090909091,0.6952354899010623,0.5932752387520114,0.3723620529097753,0.6276379470902247,2.0,0.0,0.0,51.0,16.0,0.0,0.0,0.0,3.0,112.0,10.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,3.0,197.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
