month_number,Department,Monthly Quantity Seized (kg),Log Monthly Quantity Seized (kg),Percent Population in Urban Areas,HDI,GDI,Mean International Wealth Index,Infant Deaths per 1000 Live Births,Mean Years Schooling,Log Gross National Income Per Capita in 1000 USD,Life Expectancy,Population Density_x,Number of Corruption Cases,Percent of Total Corruption Cases for That Year,Number of Homicides that Year,Gini Coefficient,% Poorest Household (IWI under 30),Border_Department,Ocean_department,Current income (millions pesos),Tax income (millions pesos),Transfers from national entities (millions of pesos),Current expensives linked to institutional performance,Operating Expenses,Area km2,Rural population,Urban population,Total population,Distance to Bogota,Population Density_y,Urban to Rural Population Ratio,Percent Urban Population,Percent Rural Population,Historical Attacks on Population By FARC (1993-2008),Historical Attacks on Population by ELN (1993-2008),Historical Attacks on Population by AUC (1993-2008),Historical Antinarcotics Operations (1993-2008),Historical Dismantling Labs (1993-2008),Total acts of terrorism,Total acts against police,Total subversive actions,Total acts of extorsion,Hectares of coca,Hectores of coca erdaicted manually ,Presence of coca cultivation (dummy),Civilians hurt by mines,Civilians killed by mines,Public force members hurt by mines,Public force members killed by mines,Events of Abandoned property,Events of Acts of Terrorism,Events of Threats,Events of Confinement,Events of Sexual Crimes,Events of Forced Disappearances,Events of Displacement,Events of Homicide,Events of Personal Physical Injuries,Events of Personal Pyschological Injuries,Events of Mine Explosions,Events of Loss of Estate,Events of Kiddnapping,Events of Torture
21,Atlántico,6.53,2.018895041811802,0.949,0.765,0.982,82.0,18.0,8.749,9.532,75.61,11.865260240221742,4.0,0.0677966101694915,508,0.11,0.0272,0,1,1820340.0,1421398.0,45674.0,696632.0,651508.0,6776.0,212568.0,4593252.0,4805820.0,702.2608695652174,709.241440377804,21.60838884498137,0.9557686305354758,0.0442313694645242,2.0,8.0,16.0,170.0,10.0,2.0,0.0,0.0,478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,382.0,0.0,14.0,0.0,1972.0,134.0,4.0,0.0,0.0,12.0,4.0,2.0
22,Atlántico,177.97,5.187218194029317,0.949,0.765,0.982,82.0,18.0,8.749,9.532,75.61,69.1164606474315,4.0,0.0677966101694915,508,0.07,0.0016,0,1,1820340.0,1421398.0,45674.0,696632.0,651508.0,6776.0,212568.0,4593252.0,4805820.0,702.2608695652174,709.241440377804,21.60838884498137,0.9557686305354758,0.0442313694645242,2.0,8.0,16.0,170.0,10.0,2.0,0.0,0.0,478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,382.0,0.0,14.0,0.0,1972.0,134.0,4.0,0.0,0.0,12.0,4.0,2.0
23,Atlántico,3.92,1.5933085305042167,0.949,0.765,0.982,82.0,18.0,8.749,9.532,75.61,209.40654289096173,4.0,0.0677966101694915,508,0.13,0.0356,0,1,1820340.0,1421398.0,45674.0,696632.0,651508.0,6776.0,212568.0,4593252.0,4805820.0,702.2608695652174,709.241440377804,21.60838884498137,0.9557686305354758,0.0442313694645242,2.0,8.0,16.0,170.0,10.0,2.0,0.0,0.0,478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,382.0,0.0,14.0,0.0,1972.0,134.0,4.0,0.0,0.0,12.0,4.0,2.0
24,Atlántico,47.048,3.8722005112409743,0.953,0.771,0.978,83.6,17.6,8.992,9.585,75.85,0.6186308394801545,6.0,0.1034482758620689,517,0.39,0.372,0,1,2000988.0,1626616.0,45532.0,703640.0,649308.0,6776.0,212772.0,4651234.0,4864006.0,702.2608695652174,717.8285123966942,21.860178970917225,0.9562558105397074,0.0437441894602926,2.0,8.0,16.0,170.0,10.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,438.0,0.0,4.0,0.0,1890.0,60.0,0.0,0.0,0.0,24.0,2.0,0.0
25,Atlántico,2019.902,7.611299225381786,0.953,0.771,0.978,83.6,17.6,8.992,9.585,75.85,9.436140397274102,6.0,0.1034482758620689,517,0.14,0.0905,0,1,2000988.0,1626616.0,45532.0,703640.0,649308.0,6776.0,212772.0,4651234.0,4864006.0,702.2608695652174,717.8285123966942,21.860178970917225,0.9562558105397074,0.0437441894602926,2.0,8.0,16.0,170.0,10.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,438.0,0.0,4.0,0.0,1890.0,60.0,0.0,0.0,0.0,24.0,2.0,0.0
26,Atlántico,74.279,4.3212012114481935,0.953,0.771,0.978,83.6,17.6,8.992,9.585,75.85,4433.501398170529,6.0,0.1034482758620689,517,0.06,0.001,0,1,2000988.0,1626616.0,45532.0,703640.0,649308.0,6776.0,212772.0,4651234.0,4864006.0,702.2608695652174,717.8285123966942,21.860178970917225,0.9562558105397074,0.0437441894602926,2.0,8.0,16.0,170.0,10.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,438.0,0.0,4.0,0.0,1890.0,60.0,0.0,0.0,0.0,24.0,2.0,0.0
27,Atlántico,39.012,3.6891794091229344,0.953,0.771,0.978,83.6,17.6,8.992,9.585,75.85,131.91383579383577,6.0,0.1034482758620689,517,0.14,0.0647,0,1,2000988.0,1626616.0,45532.0,703640.0,649308.0,6776.0,212772.0,4651234.0,4864006.0,702.2608695652174,717.8285123966942,21.860178970917225,0.9562558105397074,0.0437441894602926,2.0,8.0,16.0,170.0,10.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,438.0,0.0,4.0,0.0,1890.0,60.0,0.0,0.0,0.0,24.0,2.0,0.0
28,Atlántico,25.108999999999998,3.2622800824754865,0.953,0.771,0.978,83.6,17.6,8.992,9.585,75.85,8.607919989187728,6.0,0.1034482758620689,517,0.08,0.0017,0,1,2000988.0,1626616.0,45532.0,703640.0,649308.0,6776.0,212772.0,4651234.0,4864006.0,702.2608695652174,717.8285123966942,21.860178970917225,0.9562558105397074,0.0437441894602926,2.0,8.0,16.0,170.0,10.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,438.0,0.0,4.0,0.0,1890.0,60.0,0.0,0.0,0.0,24.0,2.0,0.0
29,Atlántico,624.364,6.438333880207341,0.953,0.771,0.978,83.6,17.6,8.992,9.585,75.85,10.198469906409434,6.0,0.1034482758620689,517,0.16,0.0641,0,1,2000988.0,1626616.0,45532.0,703640.0,649308.0,6776.0,212772.0,4651234.0,4864006.0,702.2608695652174,717.8285123966942,21.860178970917225,0.9562558105397074,0.0437441894602926,2.0,8.0,16.0,170.0,10.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,438.0,0.0,4.0,0.0,1890.0,60.0,0.0,0.0,0.0,24.0,2.0,0.0
30,Atlántico,93.61,4.549763178716353,0.953,0.771,0.978,83.6,17.6,8.992,9.585,75.85,0.5535582682407578,6.0,0.1034482758620689,517,0.09,0.0121999999999999,0,1,2000988.0,1626616.0,45532.0,703640.0,649308.0,6776.0,212772.0,4651234.0,4864006.0,702.2608695652174,717.8285123966942,21.860178970917225,0.9562558105397074,0.0437441894602926,2.0,8.0,16.0,170.0,10.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,438.0,0.0,4.0,0.0,1890.0,60.0,0.0,0.0,0.0,24.0,2.0,0.0
31,Atlántico,26.307,3.307143079579833,0.953,0.771,0.978,83.6,17.6,8.992,9.585,75.85,38.00317808464448,6.0,0.1034482758620689,517,0.09,0.015,0,1,2000988.0,1626616.0,45532.0,703640.0,649308.0,6776.0,212772.0,4651234.0,4864006.0,702.2608695652174,717.8285123966942,21.860178970917225,0.9562558105397074,0.0437441894602926,2.0,8.0,16.0,170.0,10.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,438.0,0.0,4.0,0.0,1890.0,60.0,0.0,0.0,0.0,24.0,2.0,0.0
32,Atlántico,706.4490000000001,6.561665542113505,0.953,0.771,0.978,83.6,17.6,8.992,9.585,75.85,11.07241347986376,6.0,0.1034482758620689,517,0.25,0.22,0,1,2000988.0,1626616.0,45532.0,703640.0,649308.0,6776.0,212772.0,4651234.0,4864006.0,702.2608695652174,717.8285123966942,21.860178970917225,0.9562558105397074,0.0437441894602926,2.0,8.0,16.0,170.0,10.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,438.0,0.0,4.0,0.0,1890.0,60.0,0.0,0.0,0.0,24.0,2.0,0.0
33,Atlántico,533.561,6.2814458493040926,0.953,0.771,0.978,83.6,17.6,8.992,9.585,75.85,12.17300585155528,6.0,0.1034482758620689,517,0.15,0.0693,0,1,2000988.0,1626616.0,45532.0,703640.0,649308.0,6776.0,212772.0,4651234.0,4864006.0,702.2608695652174,717.8285123966942,21.860178970917225,0.9562558105397074,0.0437441894602926,2.0,8.0,16.0,170.0,10.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,438.0,0.0,4.0,0.0,1890.0,60.0,0.0,0.0,0.0,24.0,2.0,0.0
34,Atlántico,140.184,4.950064004190983,0.953,0.771,0.978,83.6,17.6,8.992,9.585,75.85,69.59137211075956,6.0,0.1034482758620689,517,0.06,0.0004,0,1,2000988.0,1626616.0,45532.0,703640.0,649308.0,6776.0,212772.0,4651234.0,4864006.0,702.2608695652174,717.8285123966942,21.860178970917225,0.9562558105397074,0.0437441894602926,2.0,8.0,16.0,170.0,10.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,438.0,0.0,4.0,0.0,1890.0,60.0,0.0,0.0,0.0,24.0,2.0,0.0
35,Atlántico,23.808,3.2111661817981476,0.953,0.771,0.978,83.6,17.6,8.992,9.585,75.85,210.8416574231923,6.0,0.1034482758620689,517,0.15,0.065,0,1,2000988.0,1626616.0,45532.0,703640.0,649308.0,6776.0,212772.0,4651234.0,4864006.0,702.2608695652174,717.8285123966942,21.860178970917225,0.9562558105397074,0.0437441894602926,2.0,8.0,16.0,170.0,10.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,438.0,0.0,4.0,0.0,1890.0,60.0,0.0,0.0,0.0,24.0,2.0,0.0
36,Atlántico,191.056,5.257786996167995,0.957,0.777,0.978,85.2,17.2,9.118,9.632,76.08,0.6388338602037231,9.0,0.0891089108910891,568,0.06,0.0031,0,1,2150774.0,1770586.0,51098.0,745108.0,680536.0,6776.0,213108.0,4708618.0,4921726.0,702.2608695652174,726.3468122786304,22.094984702592114,0.9567005558619068,0.043299444138093,2.0,8.0,16.0,170.0,10.0,0.0,0.0,0.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,340.0,0.0,6.0,0.0,1462.0,38.0,2.0,0.0,0.0,18.0,0.0,0.0
37,Atlántico,227.589,5.431925631217828,0.957,0.777,0.978,85.2,17.2,9.118,9.632,76.08,9.825145212424571,9.0,0.0891089108910891,568,0.06,0.0204,0,1,2150774.0,1770586.0,51098.0,745108.0,680536.0,6776.0,213108.0,4708618.0,4921726.0,702.2608695652174,726.3468122786304,22.094984702592114,0.9567005558619068,0.043299444138093,2.0,8.0,16.0,170.0,10.0,0.0,0.0,0.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,340.0,0.0,6.0,0.0,1462.0,38.0,2.0,0.0,0.0,18.0,0.0,0.0
38,Atlántico,1507.406,7.318808743101032,0.957,0.777,0.978,85.2,17.2,9.118,9.632,76.08,4466.926110242192,9.0,0.0891089108910891,568,0.1,0.0101,0,1,2150774.0,1770586.0,51098.0,745108.0,680536.0,6776.0,213108.0,4708618.0,4921726.0,702.2608695652174,726.3468122786304,22.094984702592114,0.9567005558619068,0.043299444138093,2.0,8.0,16.0,170.0,10.0,0.0,0.0,0.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,340.0,0.0,6.0,0.0,1462.0,38.0,2.0,0.0,0.0,18.0,0.0,0.0
39,Atlántico,708.086,6.563976816778425,0.957,0.777,0.978,85.2,17.2,9.118,9.632,76.08,132.5466563066563,9.0,0.0891089108910891,568,0.05,0.0002,0,1,2150774.0,1770586.0,51098.0,745108.0,680536.0,6776.0,213108.0,4708618.0,4921726.0,702.2608695652174,726.3468122786304,22.094984702592114,0.9567005558619068,0.043299444138093,2.0,8.0,16.0,170.0,10.0,0.0,0.0,0.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,340.0,0.0,6.0,0.0,1462.0,38.0,2.0,0.0,0.0,18.0,0.0,0.0
40,Atlántico,2516.0139999999997,7.830828557297042,0.957,0.777,0.978,85.2,17.2,9.118,9.632,76.08,8.823962697661846,9.0,0.0891089108910891,568,0.11,0.0189,0,1,2150774.0,1770586.0,51098.0,745108.0,680536.0,6776.0,213108.0,4708618.0,4921726.0,702.2608695652174,726.3468122786304,22.094984702592114,0.9567005558619068,0.043299444138093,2.0,8.0,16.0,170.0,10.0,0.0,0.0,0.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,340.0,0.0,6.0,0.0,1462.0,38.0,2.0,0.0,0.0,18.0,0.0,0.0
41,Atlántico,372.774,5.923651336690085,0.957,0.777,0.978,85.2,17.2,9.118,9.632,76.08,10.41406865217177,9.0,0.0891089108910891,568,0.1,0.0275,0,1,2150774.0,1770586.0,51098.0,745108.0,680536.0,6776.0,213108.0,4708618.0,4921726.0,702.2608695652174,726.3468122786304,22.094984702592114,0.9567005558619068,0.043299444138093,2.0,8.0,16.0,170.0,10.0,0.0,0.0,0.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,340.0,0.0,6.0,0.0,1462.0,38.0,2.0,0.0,0.0,18.0,0.0,0.0
42,Atlántico,28.657,3.389698185269135,0.957,0.777,0.978,85.2,17.2,9.118,9.632,76.08,0.5838973970523018,9.0,0.0891089108910891,568,0.21,0.1669999999999999,0,1,2150774.0,1770586.0,51098.0,745108.0,680536.0,6776.0,213108.0,4708618.0,4921726.0,702.2608695652174,726.3468122786304,22.094984702592114,0.9567005558619068,0.043299444138093,2.0,8.0,16.0,170.0,10.0,0.0,0.0,0.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,340.0,0.0,6.0,0.0,1462.0,38.0,2.0,0.0,0.0,18.0,0.0,0.0
43,Atlántico,272.434,5.611060276470013,0.957,0.777,0.978,85.2,17.2,9.118,9.632,76.08,39.17739083726863,9.0,0.0891089108910891,568,0.24,0.293,0,1,2150774.0,1770586.0,51098.0,745108.0,680536.0,6776.0,213108.0,4708618.0,4921726.0,702.2608695652174,726.3468122786304,22.094984702592114,0.9567005558619068,0.043299444138093,2.0,8.0,16.0,170.0,10.0,0.0,0.0,0.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,340.0,0.0,6.0,0.0,1462.0,38.0,2.0,0.0,0.0,18.0,0.0,0.0
44,Atlántico,988.4,6.8970986987936085,0.957,0.777,0.978,85.2,17.2,9.118,9.632,76.08,11.343473181208632,9.0,0.0891089108910891,568,0.09,0.0163,0,1,2150774.0,1770586.0,51098.0,745108.0,680536.0,6776.0,213108.0,4708618.0,4921726.0,702.2608695652174,726.3468122786304,22.094984702592114,0.9567005558619068,0.043299444138093,2.0,8.0,16.0,170.0,10.0,0.0,0.0,0.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,340.0,0.0,6.0,0.0,1462.0,38.0,2.0,0.0,0.0,18.0,0.0,0.0
45,Atlántico,172.013,5.1533667361832425,0.957,0.777,0.978,85.2,17.2,9.118,9.632,76.08,12.48075146288882,9.0,0.0891089108910891,568,0.1,0.0347,0,1,2150774.0,1770586.0,51098.0,745108.0,680536.0,6776.0,213108.0,4708618.0,4921726.0,702.2608695652174,726.3468122786304,22.094984702592114,0.9567005558619068,0.043299444138093,2.0,8.0,16.0,170.0,10.0,0.0,0.0,0.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,340.0,0.0,6.0,0.0,1462.0,38.0,2.0,0.0,0.0,18.0,0.0,0.0
46,Atlántico,331.314,5.806080305077955,0.957,0.777,0.978,85.2,17.2,9.118,9.632,76.08,70.06628357408763,9.0,0.0891089108910891,568,0.12,0.0278,0,1,2150774.0,1770586.0,51098.0,745108.0,680536.0,6776.0,213108.0,4708618.0,4921726.0,702.2608695652174,726.3468122786304,22.094984702592114,0.9567005558619068,0.043299444138093,2.0,8.0,16.0,170.0,10.0,0.0,0.0,0.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,340.0,0.0,6.0,0.0,1462.0,38.0,2.0,0.0,0.0,18.0,0.0,0.0
47,Atlántico,388.085,5.963797828746261,0.957,0.777,0.978,85.2,17.2,9.118,9.632,76.08,212.27677195542287,9.0,0.0891089108910891,568,0.08,0.0089,0,1,2150774.0,1770586.0,51098.0,745108.0,680536.0,6776.0,213108.0,4708618.0,4921726.0,702.2608695652174,726.3468122786304,22.094984702592114,0.9567005558619068,0.043299444138093,2.0,8.0,16.0,170.0,10.0,0.0,0.0,0.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,340.0,0.0,6.0,0.0,1462.0,38.0,2.0,0.0,0.0,18.0,0.0,0.0
48,Atlántico,116.09,4.762942869860633,0.961,0.782,0.977,86.8,16.8,9.316,9.644,76.29,0.6590368809272918,13.0,0.0935251798561151,550,0.06,0.0026,0,1,2495596.0,2112666.0,54796.0,905642.0,812658.0,6776.0,213526.0,4765502.0,4979028.0,702.2608695652174,734.8034238488784,22.31813455972575,0.957114922832328,0.042885077167672,2.0,8.0,16.0,170.0,10.0,0.0,0.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,284.0,0.0,4.0,0.0,1050.0,26.0,2.0,0.0,0.0,4.0,0.0,0.0
49,Atlántico,404.865,6.006020591991984,0.961,0.782,0.977,86.8,16.8,9.316,9.644,76.29,10.21415002757504,13.0,0.0935251798561151,550,0.39,0.476,0,1,2495596.0,2112666.0,54796.0,905642.0,812658.0,6776.0,213526.0,4765502.0,4979028.0,702.2608695652174,734.8034238488784,22.31813455972575,0.957114922832328,0.042885077167672,2.0,8.0,16.0,170.0,10.0,0.0,0.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,284.0,0.0,4.0,0.0,1050.0,26.0,2.0,0.0,0.0,4.0,0.0,0.0
50,Atlántico,146.129,4.991309752976366,0.961,0.782,0.977,86.8,16.8,9.316,9.644,76.29,4500.350822313853,13.0,0.0935251798561151,550,0.08,0.0161,0,1,2495596.0,2112666.0,54796.0,905642.0,812658.0,6776.0,213526.0,4765502.0,4979028.0,702.2608695652174,734.8034238488784,22.31813455972575,0.957114922832328,0.042885077167672,2.0,8.0,16.0,170.0,10.0,0.0,0.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,284.0,0.0,4.0,0.0,1050.0,26.0,2.0,0.0,0.0,4.0,0.0,0.0
51,Atlántico,36.405,3.6218043853243684,0.961,0.782,0.977,86.8,16.8,9.316,9.644,76.29,133.1794768194768,13.0,0.0935251798561151,550,0.07,0.0023,0,1,2495596.0,2112666.0,54796.0,905642.0,812658.0,6776.0,213526.0,4765502.0,4979028.0,702.2608695652174,734.8034238488784,22.31813455972575,0.957114922832328,0.042885077167672,2.0,8.0,16.0,170.0,10.0,0.0,0.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,284.0,0.0,4.0,0.0,1050.0,26.0,2.0,0.0,0.0,4.0,0.0,0.0
52,Atlántico,59.022,4.094711161682973,0.961,0.782,0.977,86.8,16.8,9.316,9.644,76.29,9.040005406135965,13.0,0.0935251798561151,550,0.14,0.0496,0,1,2495596.0,2112666.0,54796.0,905642.0,812658.0,6776.0,213526.0,4765502.0,4979028.0,702.2608695652174,734.8034238488784,22.31813455972575,0.957114922832328,0.042885077167672,2.0,8.0,16.0,170.0,10.0,0.0,0.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,284.0,0.0,4.0,0.0,1050.0,26.0,2.0,0.0,0.0,4.0,0.0,0.0
53,Atlántico,431.49199999999996,6.069563829091034,0.961,0.782,0.977,86.8,16.8,9.316,9.644,76.29,10.629667397934105,13.0,0.0935251798561151,550,0.13,0.0486,0,1,2495596.0,2112666.0,54796.0,905642.0,812658.0,6776.0,213526.0,4765502.0,4979028.0,702.2608695652174,734.8034238488784,22.31813455972575,0.957114922832328,0.042885077167672,2.0,8.0,16.0,170.0,10.0,0.0,0.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,284.0,0.0,4.0,0.0,1050.0,26.0,2.0,0.0,0.0,4.0,0.0,0.0
54,Atlántico,246.65699999999995,5.512044724332336,0.961,0.782,0.977,86.8,16.8,9.316,9.644,76.29,0.6142365258638456,13.0,0.0935251798561151,550,0.16,0.1169999999999999,0,1,2495596.0,2112666.0,54796.0,905642.0,812658.0,6776.0,213526.0,4765502.0,4979028.0,702.2608695652174,734.8034238488784,22.31813455972575,0.957114922832328,0.042885077167672,2.0,8.0,16.0,170.0,10.0,0.0,0.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,284.0,0.0,4.0,0.0,1050.0,26.0,2.0,0.0,0.0,4.0,0.0,0.0
55,Atlántico,1733.228,7.458317636585986,0.961,0.782,0.977,86.8,16.8,9.316,9.644,76.29,40.3516035898928,13.0,0.0935251798561151,550,0.15,0.0582,0,1,2495596.0,2112666.0,54796.0,905642.0,812658.0,6776.0,213526.0,4765502.0,4979028.0,702.2608695652174,734.8034238488784,22.31813455972575,0.957114922832328,0.042885077167672,2.0,8.0,16.0,170.0,10.0,0.0,0.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,284.0,0.0,4.0,0.0,1050.0,26.0,2.0,0.0,0.0,4.0,0.0,0.0
56,Atlántico,39.342999999999996,3.6974178976339913,0.961,0.782,0.977,86.8,16.8,9.316,9.644,76.29,51.17899060746226,13.0,0.0935251798561151,550,0.09,0.0143,0,1,2495596.0,2112666.0,54796.0,905642.0,812658.0,6776.0,213526.0,4765502.0,4979028.0,702.2608695652174,734.8034238488784,22.31813455972575,0.957114922832328,0.042885077167672,2.0,8.0,16.0,170.0,10.0,0.0,0.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,284.0,0.0,4.0,0.0,1050.0,26.0,2.0,0.0,0.0,4.0,0.0,0.0
57,Atlántico,203.267,5.319427961610726,0.961,0.782,0.977,86.8,16.8,9.316,9.644,76.29,12.78849707422236,13.0,0.0935251798561151,550,0.14,0.0474,0,1,2495596.0,2112666.0,54796.0,905642.0,812658.0,6776.0,213526.0,4765502.0,4979028.0,702.2608695652174,734.8034238488784,22.31813455972575,0.957114922832328,0.042885077167672,2.0,8.0,16.0,170.0,10.0,0.0,0.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,284.0,0.0,4.0,0.0,1050.0,26.0,2.0,0.0,0.0,4.0,0.0,0.0
58,Atlántico,2044.5590000000002,7.62342638075695,0.961,0.782,0.977,86.8,16.8,9.316,9.644,76.29,70.54119503741572,13.0,0.0935251798561151,550,0.09,0.0212,0,1,2495596.0,2112666.0,54796.0,905642.0,812658.0,6776.0,213526.0,4765502.0,4979028.0,702.2608695652174,734.8034238488784,22.31813455972575,0.957114922832328,0.042885077167672,2.0,8.0,16.0,170.0,10.0,0.0,0.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,284.0,0.0,4.0,0.0,1050.0,26.0,2.0,0.0,0.0,4.0,0.0,0.0
59,Atlántico,1373.157,7.225595731174498,0.961,0.782,0.977,86.8,16.8,9.316,9.644,76.29,213.71188648765343,13.0,0.0935251798561151,550,0.06,0.0006,0,1,2495596.0,2112666.0,54796.0,905642.0,812658.0,6776.0,213526.0,4765502.0,4979028.0,702.2608695652174,734.8034238488784,22.31813455972575,0.957114922832328,0.042885077167672,2.0,8.0,16.0,170.0,10.0,0.0,0.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,284.0,0.0,4.0,0.0,1050.0,26.0,2.0,0.0,0.0,4.0,0.0,0.0
60,Atlántico,501.402,6.219400596037785,0.965,0.784,0.977,88.4,16.4,9.476,9.636,76.47,0.6792399016508606,11.0,0.1057692307692307,559,0.12,0.0273,0,1,2829456.0,2336310.0,62402.0,1007964.0,885834.0,6776.0,214106.0,4821688.0,5035794.0,702.2608695652174,743.18093270366,22.520097521788276,0.9574831694862816,0.0425168305137183,2.0,8.0,16.0,170.0,10.0,0.0,0.0,0.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,372.0,0.0,2.0,0.0,1174.0,34.0,2.0,0.0,0.0,6.0,0.0,0.0
61,Atlántico,31.447999999999997,3.4796388079687177,0.965,0.784,0.977,88.4,16.4,9.476,9.636,76.47,10.60315484272551,11.0,0.1057692307692307,559,0.06,0.0023,0,1,2829456.0,2336310.0,62402.0,1007964.0,885834.0,6776.0,214106.0,4821688.0,5035794.0,702.2608695652174,743.18093270366,22.520097521788276,0.9574831694862816,0.0425168305137183,2.0,8.0,16.0,170.0,10.0,0.0,0.0,0.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,372.0,0.0,2.0,0.0,1174.0,34.0,2.0,0.0,0.0,6.0,0.0,0.0
62,Atlántico,6248.309,8.74022617661824,0.965,0.784,0.977,88.4,16.4,9.476,9.636,76.47,4533.775534385516,11.0,0.1057692307692307,559,0.16,0.0382,0,1,2829456.0,2336310.0,62402.0,1007964.0,885834.0,6776.0,214106.0,4821688.0,5035794.0,702.2608695652174,743.18093270366,22.520097521788276,0.9574831694862816,0.0425168305137183,2.0,8.0,16.0,170.0,10.0,0.0,0.0,0.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,372.0,0.0,2.0,0.0,1174.0,34.0,2.0,0.0,0.0,6.0,0.0,0.0
63,Atlántico,815.365,6.704861558875098,0.965,0.784,0.977,88.4,16.4,9.476,9.636,76.47,133.81229733229733,11.0,0.1057692307692307,559,0.05,0.001,0,1,2829456.0,2336310.0,62402.0,1007964.0,885834.0,6776.0,214106.0,4821688.0,5035794.0,702.2608695652174,743.18093270366,22.520097521788276,0.9574831694862816,0.0425168305137183,2.0,8.0,16.0,170.0,10.0,0.0,0.0,0.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,372.0,0.0,2.0,0.0,1174.0,34.0,2.0,0.0,0.0,6.0,0.0,0.0
64,Atlántico,788.493,6.671390967285269,0.965,0.784,0.977,88.4,16.4,9.476,9.636,76.47,9.256048114610085,11.0,0.1057692307692307,559,0.05,0.0002,0,1,2829456.0,2336310.0,62402.0,1007964.0,885834.0,6776.0,214106.0,4821688.0,5035794.0,702.2608695652174,743.18093270366,22.520097521788276,0.9574831694862816,0.0425168305137183,2.0,8.0,16.0,170.0,10.0,0.0,0.0,0.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,372.0,0.0,2.0,0.0,1174.0,34.0,2.0,0.0,0.0,6.0,0.0,0.0
