month_number,Log Monthly Quantity Seized (kg),Percent Population in Urban Areas,HDI,GDI,Mean International Wealth Index,Infant Deaths per 1000 Live Births,Mean Years Schooling,Log Gross National Income Per Capita in 1000 USD,Life Expectancy,Population Density_x,Number of Corruption Cases,Percent of Total Corruption Cases for That Year,Number of Homicides that Year,Gini Coefficient,% Poorest Household (IWI under 30),Border_Department,Ocean_department,Current income (millions pesos),Tax income (millions pesos),Transfers from national entities (millions of pesos),Current expensives linked to institutional performance,Operating Expenses,Area km2,Rural population,Urban population,Total population,Distance to Bogota,Population Density_y,Urban to Rural Population Ratio,Percent Urban Population,Percent Rural Population,Historical Attacks on Population By FARC (1993-2008),Historical Attacks on Population by ELN (1993-2008),Historical Attacks on Population by AUC (1993-2008),Historical Antinarcotics Operations (1993-2008),Historical Dismantling Labs (1993-2008),Total acts of terrorism,Total acts against police,Total subversive actions,Total acts of extorsion,Hectares of coca,Hectores of coca erdaicted manually ,Presence of coca cultivation (dummy),Civilians hurt by mines,Civilians killed by mines,Public force members hurt by mines,Public force members killed by mines,Events of Abandoned property,Events of Acts of Terrorism,Events of Threats,Events of Confinement,Events of Sexual Crimes,Events of Forced Disappearances,Events of Displacement,Events of Homicide,Events of Personal Physical Injuries,Events of Personal Pyschological Injuries,Events of Mine Explosions,Events of Loss of Estate,Events of Kiddnapping,Events of Torture,Lagged_Log_Monthly_Quantity_Seized_1,Lagged_Log_Monthly_Quantity_Seized_2,Lagged_Log_Monthly_Quantity_Seized_3,Lagged_Log_Monthly_Quantity_Seized_4,Lagged_Log_Monthly_Quantity_Seized_5,Lagged_Log_Monthly_Quantity_Seized_6,Rolling_3M_Log_Monthly_Quantity,Rolling_6M_Log_Monthly_Quantity,Rolling_3M_Std_Log_Monthly_Quantity,Rolling_6M_Std_Log_Monthly_Quantity,Rolling_3M_Min_Log_Monthly_Quantity,Rolling_6M_Min_Log_Monthly_Quantity,Rolling_3M_Max_Log_Monthly_Quantity,Rolling_6M_Max_Log_Monthly_Quantity,Rolling_3M_Range_Log_Monthly_Quantity,Rolling_6M_Range_Log_Monthly_Quantity,EMA_3M_Log_Monthly_Quantity,EMA_6M_Log_Monthly_Quantity,Momentum_3_6,Cumulative_Log_Monthly_Quantity_Seized_Per_Year,season_Spring,season_Summer,season_Winter,Growth_Rate_Lag_1_2,Growth_Rate_Lag_2_3,Growth_Rate_Lag_1_3,Department_Antioquia,Department_Arauca,"Department_Archipiélago de San Andrés, Providencia y Santa Catalina",Department_Atlántico,Department_Bogotá D.C.,Department_Bolívar,Department_Boyacá,Department_Caldas,Department_Caquetá,Department_Casanare,Department_Cauca,Department_Cesar,Department_Chocó,Department_Cundinamarca,Department_Córdoba,Department_Guainía,Department_Guaviare,Department_Huila,Department_La Guajira,Department_Magdalena,Department_Meta,Department_Nariño,Department_Norte de Santander,Department_Putumayo,Department_Quindío,Department_Risaralda,Department_Santander,Department_Sucre,Department_Tolima,Department_Valle del Cauca,Department_Vaupés,Department_Vichada
20,6.705173870380805,0.999,0.799,0.984,87.5,16.3,9.77,9.72,76.19,10.801353778518884,12.0,0.2033898305084746,1269,0.16,0.0747,0,0,13757074.0,10965292.0,376.0,4138534.0,3932924.0,3210.0,32570.0,15316162.0,15348732.0,0.0,4781.536448598131,470.2536690205711,0.9978780006061738,0.0021219993938261,36.0,6.0,12.0,334.0,60.0,32.0,0.0,0.0,734.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,36.0,498.0,0.0,16.0,0.0,1214.0,44.0,2.0,0.0,0.0,6.0,2.0,0.0,6.793006385656981,7.411465649262526,4.053869729656382,5.249494701850469,5.108245856294021,5.198497031265826,6.086113921525296,5.635763225664367,1.7869346117649585,1.2339690055649697,4.053869729656382,4.053869729656382,7.411465649262526,7.411465649262526,3.357595919606144,3.357595919606144,6.38798833751459,5.809111013387344,-0.49365274098410783,41.77621437419469,0,0,0,-0.0834462834847092,0.8282446510413012,0.6756844296111055,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,4.007514986887367,0.999,0.799,0.984,87.5,16.3,9.77,9.72,76.19,11.865260240221742,12.0,0.2033898305084746,1269,0.11,0.0272,0,0,13757074.0,10965292.0,376.0,4138534.0,3932924.0,3210.0,32570.0,15316162.0,15348732.0,0.0,4781.536448598131,470.2536690205711,0.9978780006061738,0.0021219993938261,36.0,6.0,12.0,334.0,60.0,32.0,0.0,0.0,734.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,36.0,498.0,0.0,16.0,0.0,1214.0,44.0,2.0,0.0,0.0,6.0,2.0,0.0,6.705173870380805,6.793006385656981,7.411465649262526,4.053869729656382,5.249494701850469,5.108245856294021,6.969881968433437,5.8868760321835305,0.38493603113486596,1.27964753632838,6.705173870380805,4.053869729656382,7.411465649262526,7.411465649262526,0.7062917788817211,0.7062917788817211,6.546581103947697,6.065128972528333,-0.45035069586092913,48.48138824457549,0,0,0,-0.012929844356046697,-0.0834462834847092,-0.09529718038320804,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,7.622433983591458,0.999,0.799,0.984,87.5,16.3,9.77,9.72,76.19,69.1164606474315,12.0,0.2033898305084746,1269,0.07,0.0016,0,0,13757074.0,10965292.0,376.0,4138534.0,3932924.0,3210.0,32570.0,15316162.0,15348732.0,0.0,4781.536448598131,470.2536690205711,0.9978780006061738,0.0021219993938261,36.0,6.0,12.0,334.0,60.0,32.0,0.0,0.0,734.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,36.0,498.0,0.0,16.0,0.0,1214.0,44.0,2.0,0.0,0.0,6.0,2.0,0.0,4.007514986887367,6.705173870380805,6.793006385656981,7.411465649262526,4.053869729656382,5.249494701850469,5.835231747641718,5.703420887282422,1.5834582583199723,1.4772465828549615,4.007514986887367,4.007514986887367,6.793006385656981,7.411465649262526,2.785491398769614,3.403950662375159,5.277048045417532,5.4772392623452,-1.083005936249907,52.488903231462864,0,0,0,-0.4023249710809111,-0.012929844356046697,-0.4100528161803306,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,6.047632192521168,0.999,0.799,0.984,87.5,16.3,9.77,9.72,76.19,209.40654289096173,12.0,0.2033898305084746,1269,0.13,0.0356,0,0,13757074.0,10965292.0,376.0,4138534.0,3932924.0,3210.0,32570.0,15316162.0,15348732.0,0.0,4781.536448598131,470.2536690205711,0.9978780006061738,0.0021219993938261,36.0,6.0,12.0,334.0,60.0,32.0,0.0,0.0,734.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,36.0,498.0,0.0,16.0,0.0,1214.0,44.0,2.0,0.0,0.0,6.0,2.0,0.0,7.622433983591458,4.007514986887367,6.705173870380805,6.793006385656981,7.411465649262526,4.053869729656382,6.111707613619877,6.098910767572587,1.8791118877327135,1.640083908969082,4.007514986887367,4.007514986887367,7.622433983591458,7.622433983591458,3.614918996704091,3.614918996704091,6.449741014504495,6.0901520398441304,-0.13181086035929557,60.11133721505432,0,0,1,0.9020350537757552,-0.4023249710809111,0.13679885577054535,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5.505164855375264,0.998,0.801,0.983,88.7,15.5,9.832,9.759,76.46,0.6186308394801545,14.0,0.2413793103448276,1336,0.39,0.372,0,0,15709674.0,13142652.0,0.0,4792734.0,4584890.0,3210.0,32788.0,15520902.0,15553690.0,0.0,4845.386292834891,473.37141637184334,0.9978919471842372,0.0021080528157626,36.0,6.0,12.0,334.0,60.0,42.0,0.0,0.0,586.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,46.0,1182.0,0.0,10.0,4.0,1466.0,28.0,4.0,0.0,0.0,38.0,4.0,20.0,6.047632192521168,7.622433983591458,4.007514986887367,6.705173870380805,6.793006385656981,7.411465649262526,5.892527054333331,6.431204511383385,1.8124439415061178,1.3120440537374998,4.007514986887367,4.007514986887367,7.622433983591458,7.622433983591458,3.614918996704091,3.614918996704091,6.248686603512832,6.0780035120375695,-0.012796846047289812,66.15896940757548,0,0,1,-0.20660090916632531,0.9020350537757552,0.5090728823994638,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4.775056410201408,0.998,0.801,0.983,88.7,15.5,9.832,9.759,76.46,9.436140397274102,14.0,0.2413793103448276,1336,0.14,0.0905,0,0,15709674.0,13142652.0,0.0,4792734.0,4584890.0,3210.0,32788.0,15520902.0,15553690.0,0.0,4845.386292834891,473.37141637184334,0.9978919471842372,0.0021080528157626,36.0,6.0,12.0,334.0,60.0,42.0,0.0,0.0,586.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,46.0,1182.0,0.0,10.0,4.0,1466.0,28.0,4.0,0.0,0.0,38.0,4.0,20.0,5.505164855375264,6.047632192521168,7.622433983591458,4.007514986887367,6.705173870380805,6.793006385656981,6.39174367716263,6.113487712402175,1.099780285202893,1.2568430096614283,5.505164855375264,4.007514986887367,7.622433983591458,7.622433983591458,2.1172691282161944,2.1172691282161944,5.876925729444048,5.914335324419769,0.5386774570500537,5.505164855375264,0,0,1,-0.0896991284980507,-0.20660090916632531,-0.2777681161652517,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,6.634216713916021,0.998,0.801,0.983,88.7,15.5,9.832,9.759,76.46,4433.501398170529,14.0,0.2413793103448276,1336,0.06,0.001,0,0,15709674.0,13142652.0,0.0,4792734.0,4584890.0,3210.0,32788.0,15520902.0,15553690.0,0.0,4845.386292834891,473.37141637184334,0.9978919471842372,0.0021080528157626,36.0,6.0,12.0,334.0,60.0,42.0,0.0,0.0,586.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,46.0,1182.0,0.0,10.0,4.0,1466.0,28.0,4.0,0.0,0.0,38.0,4.0,20.0,4.775056410201408,5.505164855375264,6.047632192521168,7.622433983591458,4.007514986887367,6.705173870380805,5.442617819365947,5.777162716492913,0.6385893666683254,1.3076113689351785,4.775056410201408,4.007514986887367,6.047632192521168,7.622433983591458,1.2725757823197599,2.84737757339005,5.325991069822728,5.588827063214523,-0.2782559647604552,10.280221265576671,1,0,0,-0.13262244898279021,-0.0896991284980507,-0.21042545938780743,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,5.982673519003627,0.998,0.801,0.983,88.7,15.5,9.832,9.759,76.46,131.91383579383577,14.0,0.2413793103448276,1336,0.14,0.0647,0,0,15709674.0,13142652.0,0.0,4792734.0,4584890.0,3210.0,32788.0,15520902.0,15553690.0,0.0,4845.386292834891,473.37141637184334,0.9978919471842372,0.0021080528157626,36.0,6.0,12.0,334.0,60.0,42.0,0.0,0.0,586.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,46.0,1182.0,0.0,10.0,4.0,1466.0,28.0,4.0,0.0,0.0,38.0,4.0,20.0,6.634216713916021,4.775056410201408,5.505164855375264,6.047632192521168,7.622433983591458,4.007514986887367,5.638145993164231,5.765336523748782,0.9366868452064389,1.2978239603730795,4.775056410201408,4.007514986887367,6.634216713916021,7.622433983591458,1.8591603037146127,2.84737757339005,5.9801038918693745,5.887509820557808,0.3345448971269658,16.914437979492693,1,0,0,0.3893483435593999,-0.13262244898279021,0.20508956374636933,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,6.713742040062556,0.998,0.801,0.983,88.7,15.5,9.832,9.759,76.46,8.607919989187728,14.0,0.2413793103448276,1336,0.08,0.0017,0,0,15709674.0,13142652.0,0.0,4792734.0,4584890.0,3210.0,32788.0,15520902.0,15553690.0,0.0,4845.386292834891,473.37141637184334,0.9978919471842372,0.0021080528157626,36.0,6.0,12.0,334.0,60.0,42.0,0.0,0.0,586.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,46.0,1182.0,0.0,10.0,4.0,1466.0,28.0,4.0,0.0,0.0,38.0,4.0,20.0,5.982673519003627,6.634216713916021,4.775056410201408,5.505164855375264,6.047632192521168,7.622433983591458,5.797315547707019,6.094529612434825,0.9433384556295002,0.9725045436205385,4.775056410201408,4.775056410201408,6.634216713916021,7.622433983591458,1.8591603037146127,2.84737757339005,5.981388705436501,5.914699448685185,0.1271905305845511,22.89711149849632,1,0,0,-0.09820951334702534,0.3893483435593999,0.2529011188689355,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,4.66287289611638,0.998,0.801,0.983,88.7,15.5,9.832,9.759,76.46,10.198469906409434,14.0,0.2413793103448276,1336,0.16,0.0641,0,0,15709674.0,13142652.0,0.0,4792734.0,4584890.0,3210.0,32788.0,15520902.0,15553690.0,0.0,4845.386292834891,473.37141637184334,0.9978919471842372,0.0021080528157626,36.0,6.0,12.0,334.0,60.0,42.0,0.0,0.0,586.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,46.0,1182.0,0.0,10.0,4.0,1466.0,28.0,4.0,0.0,0.0,38.0,4.0,20.0,6.713742040062556,5.982673519003627,6.634216713916021,4.775056410201408,5.505164855375264,6.047632192521168,6.4435440909940676,5.943080955180007,0.4011013992368732,0.7266550110246702,5.982673519003627,4.775056410201408,6.713742040062556,6.713742040062556,0.7310685210589289,0.7310685210589289,6.3475653727495285,6.142997331935862,0.29721406472780654,29.610853538558874,0,1,0,0.12219762932687715,-0.09820951334702534,0.011987146271499027,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,5.573126942777143,0.998,0.801,0.983,88.7,15.5,9.832,9.759,76.46,0.5535582682407578,14.0,0.2413793103448276,1336,0.09,0.0121999999999999,0,0,15709674.0,13142652.0,0.0,4792734.0,4584890.0,3210.0,32788.0,15520902.0,15553690.0,0.0,4845.386292834891,473.37141637184334,0.9978919471842372,0.0021080528157626,36.0,6.0,12.0,334.0,60.0,42.0,0.0,0.0,586.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,46.0,1182.0,0.0,10.0,4.0,1466.0,28.0,4.0,0.0,0.0,38.0,4.0,20.0,4.66287289611638,6.713742040062556,5.982673519003627,6.634216713916021,4.775056410201408,5.505164855375264,5.786429485060855,5.712287739112543,1.0394228456413828,0.8886558599369756,4.66287289611638,4.66287289611638,6.713742040062556,6.713742040062556,2.0508691439461755,2.0508691439461755,5.505219134432954,5.720104635987439,-0.5004631358140603,34.273726434675254,0,1,0,-0.30547333092456236,0.12219762932687715,-0.22060381845925134,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,7.396237743030617,0.998,0.801,0.983,88.7,15.5,9.832,9.759,76.46,38.00317808464448,14.0,0.2413793103448276,1336,0.09,0.015,0,0,15709674.0,13142652.0,0.0,4792734.0,4584890.0,3210.0,32788.0,15520902.0,15553690.0,0.0,4845.386292834891,473.37141637184334,0.9978919471842372,0.0021080528157626,36.0,6.0,12.0,334.0,60.0,42.0,0.0,0.0,586.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,46.0,1182.0,0.0,10.0,4.0,1466.0,28.0,4.0,0.0,0.0,38.0,4.0,20.0,5.573126942777143,4.66287289611638,6.713742040062556,5.982673519003627,6.634216713916021,4.775056410201408,5.649913959652026,5.723614753679523,1.0275885586498317,0.885916724948421,4.66287289611638,4.66287289611638,6.713742040062556,6.713742040062556,2.0508691439461755,2.0508691439461755,5.539173038605048,5.678111009355925,-0.07414174594831202,39.8468533774524,0,1,0,0.19521313725255005,-0.30547333092456236,-0.16989260094878253,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,5.700691034408479,0.998,0.801,0.983,88.7,15.5,9.832,9.759,76.46,11.07241347986376,14.0,0.2413793103448276,1336,0.25,0.22,0,0,15709674.0,13142652.0,0.0,4792734.0,4584890.0,3210.0,32788.0,15520902.0,15553690.0,0.0,4845.386292834891,473.37141637184334,0.9978919471842372,0.0021080528157626,36.0,6.0,12.0,334.0,60.0,42.0,0.0,0.0,586.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,46.0,1182.0,0.0,10.0,4.0,1466.0,28.0,4.0,0.0,0.0,38.0,4.0,20.0,7.396237743030617,5.573126942777143,4.66287289611638,6.713742040062556,5.982673519003627,6.634216713916021,5.877412527308047,6.160478309151057,1.391856003436278,0.9671657928861153,4.66287289611638,4.66287289611638,7.396237743030617,7.396237743030617,2.7333648469142364,2.7333648469142364,6.467705390817832,6.169004361834409,0.07370079402749674,47.243091120483015,0,0,0,0.32712529590165773,0.19521313725255005,0.5861975884418391,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,7.575934846642592,0.998,0.801,0.983,88.7,15.5,9.832,9.759,76.46,12.17300585155528,14.0,0.2413793103448276,1336,0.15,0.0693,0,0,15709674.0,13142652.0,0.0,4792734.0,4584890.0,3210.0,32788.0,15520902.0,15553690.0,0.0,4845.386292834891,473.37141637184334,0.9978919471842372,0.0021080528157626,36.0,6.0,12.0,334.0,60.0,42.0,0.0,0.0,586.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,46.0,1182.0,0.0,10.0,4.0,1466.0,28.0,4.0,0.0,0.0,38.0,4.0,20.0,5.700691034408479,7.396237743030617,5.573126942777143,4.66287289611638,6.713742040062556,5.982673519003627,6.223351906738746,6.0048906958998005,1.0177494967323706,0.9506607790508411,5.573126942777143,4.66287289611638,7.396237743030617,7.396237743030617,1.823110800253474,1.823110800253474,6.084198212613155,6.035200553998429,0.28306578184301046,52.943782154891494,0,0,0,-0.22924448449751778,0.32712529590165773,0.022889141579066463,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,7.149208579097864,0.998,0.801,0.983,88.7,15.5,9.832,9.759,76.46,69.59137211075956,14.0,0.2413793103448276,1336,0.06,0.0004,0,0,15709674.0,13142652.0,0.0,4792734.0,4584890.0,3210.0,32788.0,15520902.0,15553690.0,0.0,4845.386292834891,473.37141637184334,0.9978919471842372,0.0021080528157626,36.0,6.0,12.0,334.0,60.0,42.0,0.0,0.0,586.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,46.0,1182.0,0.0,10.0,4.0,1466.0,28.0,4.0,0.0,0.0,38.0,4.0,20.0,7.575934846642592,5.700691034408479,7.396237743030617,5.573126942777143,4.66287289611638,6.713742040062556,6.8909545413605615,6.270434250506295,1.0347068059349172,1.1457212076594678,5.700691034408479,4.66287289611638,7.575934846642592,7.575934846642592,1.875243812234113,1.875243812234113,6.8300665296278735,6.475410351896762,-0.21846121083894587,60.51971700153408,0,0,0,0.32895026250597253,-0.22924448449751778,0.024295744654949925,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,7.366369292100399,0.998,0.801,0.983,88.7,15.5,9.832,9.759,76.46,210.8416574231923,14.0,0.2413793103448276,1336,0.15,0.065,0,0,15709674.0,13142652.0,0.0,4792734.0,4584890.0,3210.0,32788.0,15520902.0,15553690.0,0.0,4845.386292834891,473.37141637184334,0.9978919471842372,0.0021080528157626,36.0,6.0,12.0,334.0,60.0,42.0,0.0,0.0,586.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,46.0,1182.0,0.0,10.0,4.0,1466.0,28.0,4.0,0.0,0.0,38.0,4.0,20.0,7.149208579097864,7.575934846642592,5.700691034408479,7.396237743030617,5.573126942777143,4.66287289611638,6.808611486716312,6.34301200701218,0.9829240170708307,1.192266980862683,5.700691034408479,4.66287289611638,7.575934846642592,7.575934846642592,1.875243812234113,1.875243812234113,6.989637554362869,6.667924131097077,-0.6205202908542669,67.66892558063195,0,0,1,-0.056326549288348134,0.32895026250597253,0.25409508004316667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,6.996918422593926,0.998,0.803,0.984,89.9,14.7,9.767,9.793,76.73,0.6388338602037231,7.0,0.0693069306930693,1344,0.06,0.0031,0,0,16896360.0,14438142.0,0.0,4791468.0,4582106.0,3210.0,33012.0,15724554.0,15757566.0,0.0,4908.899065420561,476.3284260268993,0.9979050063950232,0.0020949936049768,36.0,6.0,12.0,334.0,60.0,38.0,0.0,0.0,1038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,924.0,0.0,6.0,0.0,1302.0,38.0,14.0,0.0,0.0,8.0,6.0,4.0,7.366369292100399,7.149208579097864,7.575934846642592,5.700691034408479,7.396237743030617,5.573126942777143,7.363837572613618,6.793594739676181,0.21337439878259437,0.90705530982501,7.149208579097864,5.573126942777143,7.575934846642592,7.575934846642592,0.4267262675447281,0.4267262675447281,7.178003423231633,6.8674798913837405,-0.4655994797041316,75.03529487273235,0,0,1,0.03037548990211975,-0.056326549288348134,-0.027662005915357852,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,8.24895028152252,0.998,0.803,0.984,89.9,14.7,9.767,9.793,76.73,9.825145212424571,7.0,0.0693069306930693,1344,0.06,0.0204,0,0,16896360.0,14438142.0,0.0,4791468.0,4582106.0,3210.0,33012.0,15724554.0,15757566.0,0.0,4908.899065420561,476.3284260268993,0.9979050063950232,0.0020949936049768,36.0,6.0,12.0,334.0,60.0,38.0,0.0,0.0,1038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,924.0,0.0,6.0,0.0,1302.0,38.0,14.0,0.0,0.0,8.0,6.0,4.0,6.996918422593926,7.366369292100399,7.149208579097864,7.575934846642592,5.700691034408479,7.396237743030617,7.17083209793073,7.030893319645646,0.18567220758586542,0.6823022579243334,6.996918422593926,5.700691034408479,7.366369292100399,7.575934846642592,0.36945086950647266,0.5790164240486657,7.087460922912779,6.904462328872365,-0.5702428329374367,6.996918422593926,0,0,1,-0.05015372632793025,0.03037548990211975,-0.02130168043343822,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,8.269586594909045,0.998,0.803,0.984,89.9,14.7,9.767,9.793,76.73,4466.926110242192,7.0,0.0693069306930693,1344,0.1,0.0101,0,0,16896360.0,14438142.0,0.0,4791468.0,4582106.0,3210.0,33012.0,15724554.0,15757566.0,0.0,4908.899065420561,476.3284260268993,0.9979050063950232,0.0020949936049768,36.0,6.0,12.0,334.0,60.0,38.0,0.0,0.0,1038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,924.0,0.0,6.0,0.0,1302.0,38.0,14.0,0.0,0.0,8.0,6.0,4.0,8.24895028152252,6.996918422593926,7.366369292100399,7.149208579097864,7.575934846642592,5.700691034408479,7.537412665405615,7.173012076060963,0.6433022777876424,0.8434075675462276,6.996918422593926,5.700691034408479,8.24895028152252,8.24895028152252,1.2520318589285937,1.2520318589285937,7.6682056022176495,7.288601743915267,-0.13993877828508428,15.245868704116447,1,0,0,0.17894046826180307,-0.05015372632793025,0.11981221065967868,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,7.8488705171873265,0.998,0.803,0.984,89.9,14.7,9.767,9.793,76.73,132.5466563066563,7.0,0.0693069306930693,1344,0.05,0.0002,0,0,16896360.0,14438142.0,0.0,4791468.0,4582106.0,3210.0,33012.0,15724554.0,15757566.0,0.0,4908.899065420561,476.3284260268993,0.9979050063950232,0.0020949936049768,36.0,6.0,12.0,334.0,60.0,38.0,0.0,0.0,1038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,924.0,0.0,6.0,0.0,1302.0,38.0,14.0,0.0,0.0,8.0,6.0,4.0,8.269586594909045,8.24895028152252,6.996918422593926,7.366369292100399,7.149208579097864,7.575934846642592,7.838485099675164,7.601161336144391,0.7288911567152638,0.5461789664945995,6.996918422593926,6.996918422593926,8.269586594909045,8.269586594909045,1.272668172315119,1.272668172315119,7.968896098563347,7.568883129913489,-0.364400589344652,23.51545529902549,1,0,0,0.002501689631073446,0.17894046826180307,0.1818898114069065,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,8.00076691322389,0.998,0.803,0.984,89.9,14.7,9.767,9.793,76.73,8.823962697661846,7.0,0.0693069306930693,1344,0.11,0.0189,0,0,16896360.0,14438142.0,0.0,4791468.0,4582106.0,3210.0,33012.0,15724554.0,15757566.0,0.0,4908.899065420561,476.3284260268993,0.9979050063950232,0.0020949936049768,36.0,6.0,12.0,334.0,60.0,38.0,0.0,0.0,1038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,924.0,0.0,6.0,0.0,1302.0,38.0,14.0,0.0,0.0,8.0,6.0,4.0,7.8488705171873265,8.269586594909045,8.24895028152252,6.996918422593926,7.366369292100399,7.149208579097864,8.122469131206296,7.646650614568514,0.23716790582280622,0.5549531751592448,7.8488705171873265,6.996918422593926,8.269586594909045,8.269586594909045,0.4207160777217185,0.4207160777217185,7.908883307875337,7.648879526277444,-0.23732376353077278,31.364325816212816,1,0,0,-0.05087510395993935,0.002501689631073446,-0.04850068804892226,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,8.210189927759322,0.998,0.803,0.984,89.9,14.7,9.767,9.793,76.73,10.41406865217177,7.0,0.0693069306930693,1344,0.1,0.0275,0,0,16896360.0,14438142.0,0.0,4791468.0,4582106.0,3210.0,33012.0,15724554.0,15757566.0,0.0,4908.899065420561,476.3284260268993,0.9979050063950232,0.0020949936049768,36.0,6.0,12.0,334.0,60.0,38.0,0.0,0.0,1038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,924.0,0.0,6.0,0.0,1302.0,38.0,14.0,0.0,0.0,8.0,6.0,4.0,8.00076691322389,7.8488705171873265,8.269586594909045,8.24895028152252,6.996918422593926,7.366369292100399,8.03974134177342,7.788577003589516,0.21304872464758134,0.5093046844500033,7.8488705171873265,6.996918422593926,8.269586594909045,8.269586594909045,0.4207160777217185,0.4207160777217185,7.9548251105496135,7.749418779690714,-0.47581851663778263,39.36509272943671,0,1,0,0.019352643887288388,-0.05087510395993935,-0.03250702784231644,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
