month_number,Department,Monthly Quantity Seized (kg),Log Monthly Quantity Seized (kg),Percent Population in Urban Areas,HDI,GDI,Mean International Wealth Index,Infant Deaths per 1000 Live Births,Mean Years Schooling,Log Gross National Income Per Capita in 1000 USD,Life Expectancy,Population Density_x,Number of Corruption Cases,Percent of Total Corruption Cases for That Year,Number of Homicides that Year,Gini Coefficient,% Poorest Household (IWI under 30),Border_Department,Ocean_department,Current income (millions pesos),Tax income (millions pesos),Transfers from national entities (millions of pesos),Current expensives linked to institutional performance,Operating Expenses,Area km2,Rural population,Urban population,Total population,Distance to Bogota,Population Density_y,Urban to Rural Population Ratio,Percent Urban Population,Percent Rural Population,Historical Attacks on Population By FARC (1993-2008),Historical Attacks on Population by ELN (1993-2008),Historical Attacks on Population by AUC (1993-2008),Historical Antinarcotics Operations (1993-2008),Historical Dismantling Labs (1993-2008),Total acts of terrorism,Total acts against police,Total subversive actions,Total acts of extorsion,Hectares of coca,Hectores of coca erdaicted manually ,Presence of coca cultivation (dummy),Civilians hurt by mines,Civilians killed by mines,Public force members hurt by mines,Public force members killed by mines,Events of Abandoned property,Events of Acts of Terrorism,Events of Threats,Events of Confinement,Events of Sexual Crimes,Events of Forced Disappearances,Events of Displacement,Events of Homicide,Events of Personal Physical Injuries,Events of Personal Pyschological Injuries,Events of Mine Explosions,Events of Loss of Estate,Events of Kiddnapping,Events of Torture
9,Arauca,0.0,0.0,0.7709999999999999,0.728,1.001,78.4,11.6,7.046,9.41,76.91,11.557514628888203,0.0,0.0,155,0.12,0.0537,1,0,46776.0,28264.0,7155.0,20546.0,20460.0,23818.0,95493.0,158072.0,253565.0,417.4285714285714,10.645940045343858,1.6553255212423947,0.6233983396762172,0.3766016603237828,197.0,144.0,60.0,127.0,133.0,81.0,11.0,20.0,63.0,82.0,2.5,1.0,7.0,1.0,14.0,1.0,0.0,257.0,656.0,0.0,14.0,47.0,3815.0,489.0,32.0,1.0,34.0,115.0,59.0,9.0
10,Arauca,827.409,6.719506993779168,0.7709999999999999,0.728,1.001,78.4,11.6,7.046,9.41,76.91,68.64154918410343,0.0,0.0,155,0.1,0.0292,1,0,46776.0,28264.0,7155.0,20546.0,20460.0,23818.0,95493.0,158072.0,253565.0,417.4285714285714,10.645940045343858,1.6553255212423947,0.6233983396762172,0.3766016603237828,197.0,144.0,60.0,127.0,133.0,81.0,11.0,20.0,63.0,82.0,2.5,1.0,7.0,1.0,14.0,1.0,0.0,257.0,656.0,0.0,14.0,47.0,3815.0,489.0,32.0,1.0,34.0,115.0,59.0,9.0
11,Arauca,0.0,0.0,0.7709999999999999,0.728,1.001,78.4,11.6,7.046,9.41,76.91,207.9714283587312,0.0,0.0,155,0.07,0.0040999999999999,1,0,46776.0,28264.0,7155.0,20546.0,20460.0,23818.0,95493.0,158072.0,253565.0,417.4285714285714,10.645940045343858,1.6553255212423947,0.6233983396762172,0.3766016603237828,197.0,144.0,60.0,127.0,133.0,81.0,11.0,20.0,63.0,82.0,2.5,1.0,7.0,1.0,14.0,1.0,0.0,257.0,656.0,0.0,14.0,47.0,3815.0,489.0,32.0,1.0,34.0,115.0,59.0,9.0
12,Arauca,0.0,0.0,0.7240000000000001,0.734,1.005,79.0,15.0,7.17,9.432,76.45,0.5984278187565859,2.0,0.0338983050847457,121,0.06,0.0527,1,0,59244.0,45503.0,8561.0,24055.0,23991.0,23818.0,95964.0,160563.0,256527.0,417.4285714285714,10.770299773280712,1.67315868450669,0.6259107228478874,0.3740892771521126,197.0,144.0,60.0,127.0,133.0,72.0,13.0,22.0,67.0,69.0,1.0,1.0,8.0,0.0,13.0,2.0,0.0,313.0,485.0,0.0,11.0,37.0,3231.0,243.0,32.0,0.0,34.0,120.0,35.0,2.0
13,Arauca,0.0,0.0,0.7240000000000001,0.734,1.005,79.0,15.0,7.17,9.432,76.45,9.047135582123634,2.0,0.0338983050847457,121,0.09,0.0191,1,0,59244.0,45503.0,8561.0,24055.0,23991.0,23818.0,95964.0,160563.0,256527.0,417.4285714285714,10.770299773280712,1.67315868450669,0.6259107228478874,0.3740892771521126,197.0,144.0,60.0,127.0,133.0,72.0,13.0,22.0,67.0,69.0,1.0,1.0,8.0,0.0,13.0,2.0,0.0,313.0,485.0,0.0,11.0,37.0,3231.0,243.0,32.0,0.0,34.0,120.0,35.0,2.0
14,Arauca,1.6,0.9555114450274365,0.7240000000000001,0.734,1.005,79.0,15.0,7.17,9.432,76.45,4400.076686098867,2.0,0.0338983050847457,121,0.09,0.0056999999999999,1,0,59244.0,45503.0,8561.0,24055.0,23991.0,23818.0,95964.0,160563.0,256527.0,417.4285714285714,10.770299773280712,1.67315868450669,0.6259107228478874,0.3740892771521126,197.0,144.0,60.0,127.0,133.0,72.0,13.0,22.0,67.0,69.0,1.0,1.0,8.0,0.0,13.0,2.0,0.0,313.0,485.0,0.0,11.0,37.0,3231.0,243.0,32.0,0.0,34.0,120.0,35.0,2.0
15,Arauca,0.0,0.0,0.7240000000000001,0.734,1.005,79.0,15.0,7.17,9.432,76.45,131.28101528101527,2.0,0.0338983050847457,121,0.13,0.0289999999999999,1,0,59244.0,45503.0,8561.0,24055.0,23991.0,23818.0,95964.0,160563.0,256527.0,417.4285714285714,10.770299773280712,1.67315868450669,0.6259107228478874,0.3740892771521126,197.0,144.0,60.0,127.0,133.0,72.0,13.0,22.0,67.0,69.0,1.0,1.0,8.0,0.0,13.0,2.0,0.0,313.0,485.0,0.0,11.0,37.0,3231.0,243.0,32.0,0.0,34.0,120.0,35.0,2.0
16,Arauca,0.0,0.0,0.7240000000000001,0.734,1.005,79.0,15.0,7.17,9.432,76.45,8.39187728071361,2.0,0.0338983050847457,121,0.15,0.0528,1,0,59244.0,45503.0,8561.0,24055.0,23991.0,23818.0,95964.0,160563.0,256527.0,417.4285714285714,10.770299773280712,1.67315868450669,0.6259107228478874,0.3740892771521126,197.0,144.0,60.0,127.0,133.0,72.0,13.0,22.0,67.0,69.0,1.0,1.0,8.0,0.0,13.0,2.0,0.0,313.0,485.0,0.0,11.0,37.0,3231.0,243.0,32.0,0.0,34.0,120.0,35.0,2.0
17,Arauca,0.0,0.0,0.7240000000000001,0.734,1.005,79.0,15.0,7.17,9.432,76.45,9.9828711606471,2.0,0.0338983050847457,121,0.16,0.0851,1,0,59244.0,45503.0,8561.0,24055.0,23991.0,23818.0,95964.0,160563.0,256527.0,417.4285714285714,10.770299773280712,1.67315868450669,0.6259107228478874,0.3740892771521126,197.0,144.0,60.0,127.0,133.0,72.0,13.0,22.0,67.0,69.0,1.0,1.0,8.0,0.0,13.0,2.0,0.0,313.0,485.0,0.0,11.0,37.0,3231.0,243.0,32.0,0.0,34.0,120.0,35.0,2.0
18,Arauca,1.26,0.8153648132841945,0.7240000000000001,0.734,1.005,79.0,15.0,7.17,9.432,76.45,0.5232191394292139,2.0,0.0338983050847457,121,0.17,0.103,1,0,59244.0,45503.0,8561.0,24055.0,23991.0,23818.0,95964.0,160563.0,256527.0,417.4285714285714,10.770299773280712,1.67315868450669,0.6259107228478874,0.3740892771521126,197.0,144.0,60.0,127.0,133.0,72.0,13.0,22.0,67.0,69.0,1.0,1.0,8.0,0.0,13.0,2.0,0.0,313.0,485.0,0.0,11.0,37.0,3231.0,243.0,32.0,0.0,34.0,120.0,35.0,2.0
19,Arauca,0.0,0.0,0.7240000000000001,0.734,1.005,79.0,15.0,7.17,9.432,76.45,36.82896533202032,2.0,0.0338983050847457,121,0.1,0.0215,1,0,59244.0,45503.0,8561.0,24055.0,23991.0,23818.0,95964.0,160563.0,256527.0,417.4285714285714,10.770299773280712,1.67315868450669,0.6259107228478874,0.3740892771521126,197.0,144.0,60.0,127.0,133.0,72.0,13.0,22.0,67.0,69.0,1.0,1.0,8.0,0.0,13.0,2.0,0.0,313.0,485.0,0.0,11.0,37.0,3231.0,243.0,32.0,0.0,34.0,120.0,35.0,2.0
20,Arauca,4.05,1.6193882432872684,0.7240000000000001,0.734,1.005,79.0,15.0,7.17,9.432,76.45,10.801353778518884,2.0,0.0338983050847457,121,0.16,0.0747,1,0,59244.0,45503.0,8561.0,24055.0,23991.0,23818.0,95964.0,160563.0,256527.0,417.4285714285714,10.770299773280712,1.67315868450669,0.6259107228478874,0.3740892771521126,197.0,144.0,60.0,127.0,133.0,72.0,13.0,22.0,67.0,69.0,1.0,1.0,8.0,0.0,13.0,2.0,0.0,313.0,485.0,0.0,11.0,37.0,3231.0,243.0,32.0,0.0,34.0,120.0,35.0,2.0
21,Arauca,0.0,0.0,0.7240000000000001,0.734,1.005,79.0,15.0,7.17,9.432,76.45,11.865260240221742,2.0,0.0338983050847457,121,0.11,0.0272,1,0,59244.0,45503.0,8561.0,24055.0,23991.0,23818.0,95964.0,160563.0,256527.0,417.4285714285714,10.770299773280712,1.67315868450669,0.6259107228478874,0.3740892771521126,197.0,144.0,60.0,127.0,133.0,72.0,13.0,22.0,67.0,69.0,1.0,1.0,8.0,0.0,13.0,2.0,0.0,313.0,485.0,0.0,11.0,37.0,3231.0,243.0,32.0,0.0,34.0,120.0,35.0,2.0
22,Arauca,55.970000000000006,4.042524813492304,0.7240000000000001,0.734,1.005,79.0,15.0,7.17,9.432,76.45,69.1164606474315,2.0,0.0338983050847457,121,0.07,0.0016,1,0,59244.0,45503.0,8561.0,24055.0,23991.0,23818.0,95964.0,160563.0,256527.0,417.4285714285714,10.770299773280712,1.67315868450669,0.6259107228478874,0.3740892771521126,197.0,144.0,60.0,127.0,133.0,72.0,13.0,22.0,67.0,69.0,1.0,1.0,8.0,0.0,13.0,2.0,0.0,313.0,485.0,0.0,11.0,37.0,3231.0,243.0,32.0,0.0,34.0,120.0,35.0,2.0
23,Arauca,0.52,0.41871033485818504,0.7240000000000001,0.734,1.005,79.0,15.0,7.17,9.432,76.45,209.40654289096173,2.0,0.0338983050847457,121,0.13,0.0356,1,0,59244.0,45503.0,8561.0,24055.0,23991.0,23818.0,95964.0,160563.0,256527.0,417.4285714285714,10.770299773280712,1.67315868450669,0.6259107228478874,0.3740892771521126,197.0,144.0,60.0,127.0,133.0,72.0,13.0,22.0,67.0,69.0,1.0,1.0,8.0,0.0,13.0,2.0,0.0,313.0,485.0,0.0,11.0,37.0,3231.0,243.0,32.0,0.0,34.0,120.0,35.0,2.0
24,Arauca,0.052,0.050693114315518116,0.6779999999999999,0.733,1.006,79.7,18.3,7.248,9.452,75.97,0.6186308394801545,1.0,0.0172413793103448,143,0.39,0.372,1,0,54982.0,42280.0,7864.0,25297.0,25256.0,23818.0,96423.0,163024.0,259447.0,417.4285714285714,10.892896128978084,1.6907169451272,0.6283518406456811,0.371648159354319,197.0,144.0,60.0,127.0,133.0,68.0,8.0,20.0,64.0,26.0,19.5,1.0,8.0,0.0,20.0,0.0,0.0,202.0,619.0,0.0,4.0,5.0,3288.0,147.0,35.0,2.0,34.0,72.0,13.0,0.0
25,Arauca,0.067,0.06485097231961631,0.6779999999999999,0.733,1.006,79.7,18.3,7.248,9.452,75.97,9.436140397274102,1.0,0.0172413793103448,143,0.14,0.0905,1,0,54982.0,42280.0,7864.0,25297.0,25256.0,23818.0,96423.0,163024.0,259447.0,417.4285714285714,10.892896128978084,1.6907169451272,0.6283518406456811,0.371648159354319,197.0,144.0,60.0,127.0,133.0,68.0,8.0,20.0,64.0,26.0,19.5,1.0,8.0,0.0,20.0,0.0,0.0,202.0,619.0,0.0,4.0,5.0,3288.0,147.0,35.0,2.0,34.0,72.0,13.0,0.0
26,Arauca,0.029,0.028587456851912555,0.6779999999999999,0.733,1.006,79.7,18.3,7.248,9.452,75.97,4433.501398170529,1.0,0.0172413793103448,143,0.06,0.001,1,0,54982.0,42280.0,7864.0,25297.0,25256.0,23818.0,96423.0,163024.0,259447.0,417.4285714285714,10.892896128978084,1.6907169451272,0.6283518406456811,0.371648159354319,197.0,144.0,60.0,127.0,133.0,68.0,8.0,20.0,64.0,26.0,19.5,1.0,8.0,0.0,20.0,0.0,0.0,202.0,619.0,0.0,4.0,5.0,3288.0,147.0,35.0,2.0,34.0,72.0,13.0,0.0
27,Arauca,0.153,0.14236724128692196,0.6779999999999999,0.733,1.006,79.7,18.3,7.248,9.452,75.97,131.91383579383577,1.0,0.0172413793103448,143,0.14,0.0647,1,0,54982.0,42280.0,7864.0,25297.0,25256.0,23818.0,96423.0,163024.0,259447.0,417.4285714285714,10.892896128978084,1.6907169451272,0.6283518406456811,0.371648159354319,197.0,144.0,60.0,127.0,133.0,68.0,8.0,20.0,64.0,26.0,19.5,1.0,8.0,0.0,20.0,0.0,0.0,202.0,619.0,0.0,4.0,5.0,3288.0,147.0,35.0,2.0,34.0,72.0,13.0,0.0
28,Arauca,48.02,3.8922283780999667,0.6779999999999999,0.733,1.006,79.7,18.3,7.248,9.452,75.97,8.607919989187728,1.0,0.0172413793103448,143,0.08,0.0017,1,0,54982.0,42280.0,7864.0,25297.0,25256.0,23818.0,96423.0,163024.0,259447.0,417.4285714285714,10.892896128978084,1.6907169451272,0.6283518406456811,0.371648159354319,197.0,144.0,60.0,127.0,133.0,68.0,8.0,20.0,64.0,26.0,19.5,1.0,8.0,0.0,20.0,0.0,0.0,202.0,619.0,0.0,4.0,5.0,3288.0,147.0,35.0,2.0,34.0,72.0,13.0,0.0
29,Arauca,0.487,0.396760667478018,0.6779999999999999,0.733,1.006,79.7,18.3,7.248,9.452,75.97,10.198469906409434,1.0,0.0172413793103448,143,0.16,0.0641,1,0,54982.0,42280.0,7864.0,25297.0,25256.0,23818.0,96423.0,163024.0,259447.0,417.4285714285714,10.892896128978084,1.6907169451272,0.6283518406456811,0.371648159354319,197.0,144.0,60.0,127.0,133.0,68.0,8.0,20.0,64.0,26.0,19.5,1.0,8.0,0.0,20.0,0.0,0.0,202.0,619.0,0.0,4.0,5.0,3288.0,147.0,35.0,2.0,34.0,72.0,13.0,0.0
30,Arauca,0.08499999999999999,0.08157998699242286,0.6779999999999999,0.733,1.006,79.7,18.3,7.248,9.452,75.97,0.5535582682407578,1.0,0.0172413793103448,143,0.09,0.0121999999999999,1,0,54982.0,42280.0,7864.0,25297.0,25256.0,23818.0,96423.0,163024.0,259447.0,417.4285714285714,10.892896128978084,1.6907169451272,0.6283518406456811,0.371648159354319,197.0,144.0,60.0,127.0,133.0,68.0,8.0,20.0,64.0,26.0,19.5,1.0,8.0,0.0,20.0,0.0,0.0,202.0,619.0,0.0,4.0,5.0,3288.0,147.0,35.0,2.0,34.0,72.0,13.0,0.0
31,Arauca,0.109,0.10345870836822998,0.6779999999999999,0.733,1.006,79.7,18.3,7.248,9.452,75.97,38.00317808464448,1.0,0.0172413793103448,143,0.09,0.015,1,0,54982.0,42280.0,7864.0,25297.0,25256.0,23818.0,96423.0,163024.0,259447.0,417.4285714285714,10.892896128978084,1.6907169451272,0.6283518406456811,0.371648159354319,197.0,144.0,60.0,127.0,133.0,68.0,8.0,20.0,64.0,26.0,19.5,1.0,8.0,0.0,20.0,0.0,0.0,202.0,619.0,0.0,4.0,5.0,3288.0,147.0,35.0,2.0,34.0,72.0,13.0,0.0
32,Arauca,1.862,1.0515206811342592,0.6779999999999999,0.733,1.006,79.7,18.3,7.248,9.452,75.97,11.07241347986376,1.0,0.0172413793103448,143,0.25,0.22,1,0,54982.0,42280.0,7864.0,25297.0,25256.0,23818.0,96423.0,163024.0,259447.0,417.4285714285714,10.892896128978084,1.6907169451272,0.6283518406456811,0.371648159354319,197.0,144.0,60.0,127.0,133.0,68.0,8.0,20.0,64.0,26.0,19.5,1.0,8.0,0.0,20.0,0.0,0.0,202.0,619.0,0.0,4.0,5.0,3288.0,147.0,35.0,2.0,34.0,72.0,13.0,0.0
33,Arauca,5.779,1.9138295984488285,0.6779999999999999,0.733,1.006,79.7,18.3,7.248,9.452,75.97,12.17300585155528,1.0,0.0172413793103448,143,0.15,0.0693,1,0,54982.0,42280.0,7864.0,25297.0,25256.0,23818.0,96423.0,163024.0,259447.0,417.4285714285714,10.892896128978084,1.6907169451272,0.6283518406456811,0.371648159354319,197.0,144.0,60.0,127.0,133.0,68.0,8.0,20.0,64.0,26.0,19.5,1.0,8.0,0.0,20.0,0.0,0.0,202.0,619.0,0.0,4.0,5.0,3288.0,147.0,35.0,2.0,34.0,72.0,13.0,0.0
34,Arauca,0.068,0.0657877405380031,0.6779999999999999,0.733,1.006,79.7,18.3,7.248,9.452,75.97,69.59137211075956,1.0,0.0172413793103448,143,0.06,0.0004,1,0,54982.0,42280.0,7864.0,25297.0,25256.0,23818.0,96423.0,163024.0,259447.0,417.4285714285714,10.892896128978084,1.6907169451272,0.6283518406456811,0.371648159354319,197.0,144.0,60.0,127.0,133.0,68.0,8.0,20.0,64.0,26.0,19.5,1.0,8.0,0.0,20.0,0.0,0.0,202.0,619.0,0.0,4.0,5.0,3288.0,147.0,35.0,2.0,34.0,72.0,13.0,0.0
35,Arauca,0.004,0.003992021269537453,0.6779999999999999,0.733,1.006,79.7,18.3,7.248,9.452,75.97,210.8416574231923,1.0,0.0172413793103448,143,0.15,0.065,1,0,54982.0,42280.0,7864.0,25297.0,25256.0,23818.0,96423.0,163024.0,259447.0,417.4285714285714,10.892896128978084,1.6907169451272,0.6283518406456811,0.371648159354319,197.0,144.0,60.0,127.0,133.0,68.0,8.0,20.0,64.0,26.0,19.5,1.0,8.0,0.0,20.0,0.0,0.0,202.0,619.0,0.0,4.0,5.0,3288.0,147.0,35.0,2.0,34.0,72.0,13.0,0.0
36,Arauca,0.152,0.1414995622736995,0.631,0.732,1.01,80.3,21.7,7.232,9.466,75.49,0.6388338602037231,0.0,0.0,82,0.06,0.0031,1,0,77758.0,64709.0,8679.0,32556.0,32199.0,23818.0,96851.0,165464.0,262315.0,417.4285714285714,11.013309261902762,1.708438735790028,0.6307835998703848,0.3692164001296151,197.0,144.0,60.0,127.0,133.0,10.0,5.0,18.0,72.0,17.0,44.9,1.0,0.0,0.0,8.0,0.0,0.0,83.0,661.0,0.0,14.0,2.0,2925.0,88.0,16.0,2.0,3.0,73.0,7.0,3.0
37,Arauca,0.164,0.15186234930924608,0.631,0.732,1.01,80.3,21.7,7.232,9.466,75.49,9.825145212424571,0.0,0.0,82,0.06,0.0204,1,0,77758.0,64709.0,8679.0,32556.0,32199.0,23818.0,96851.0,165464.0,262315.0,417.4285714285714,11.013309261902762,1.708438735790028,0.6307835998703848,0.3692164001296151,197.0,144.0,60.0,127.0,133.0,10.0,5.0,18.0,72.0,17.0,44.9,1.0,0.0,0.0,8.0,0.0,0.0,83.0,661.0,0.0,14.0,2.0,2925.0,88.0,16.0,2.0,3.0,73.0,7.0,3.0
38,Arauca,25.079,3.261130392765037,0.631,0.732,1.01,80.3,21.7,7.232,9.466,75.49,4466.926110242192,0.0,0.0,82,0.1,0.0101,1,0,77758.0,64709.0,8679.0,32556.0,32199.0,23818.0,96851.0,165464.0,262315.0,417.4285714285714,11.013309261902762,1.708438735790028,0.6307835998703848,0.3692164001296151,197.0,144.0,60.0,127.0,133.0,10.0,5.0,18.0,72.0,17.0,44.9,1.0,0.0,0.0,8.0,0.0,0.0,83.0,661.0,0.0,14.0,2.0,2925.0,88.0,16.0,2.0,3.0,73.0,7.0,3.0
39,Arauca,0.125,0.11778303565638346,0.631,0.732,1.01,80.3,21.7,7.232,9.466,75.49,132.5466563066563,0.0,0.0,82,0.05,0.0002,1,0,77758.0,64709.0,8679.0,32556.0,32199.0,23818.0,96851.0,165464.0,262315.0,417.4285714285714,11.013309261902762,1.708438735790028,0.6307835998703848,0.3692164001296151,197.0,144.0,60.0,127.0,133.0,10.0,5.0,18.0,72.0,17.0,44.9,1.0,0.0,0.0,8.0,0.0,0.0,83.0,661.0,0.0,14.0,2.0,2925.0,88.0,16.0,2.0,3.0,73.0,7.0,3.0
40,Arauca,0.024,0.023716526617316044,0.631,0.732,1.01,80.3,21.7,7.232,9.466,75.49,8.823962697661846,0.0,0.0,82,0.11,0.0189,1,0,77758.0,64709.0,8679.0,32556.0,32199.0,23818.0,96851.0,165464.0,262315.0,417.4285714285714,11.013309261902762,1.708438735790028,0.6307835998703848,0.3692164001296151,197.0,144.0,60.0,127.0,133.0,10.0,5.0,18.0,72.0,17.0,44.9,1.0,0.0,0.0,8.0,0.0,0.0,83.0,661.0,0.0,14.0,2.0,2925.0,88.0,16.0,2.0,3.0,73.0,7.0,3.0
41,Arauca,0.228,0.20538682972495073,0.631,0.732,1.01,80.3,21.7,7.232,9.466,75.49,10.41406865217177,0.0,0.0,82,0.1,0.0275,1,0,77758.0,64709.0,8679.0,32556.0,32199.0,23818.0,96851.0,165464.0,262315.0,417.4285714285714,11.013309261902762,1.708438735790028,0.6307835998703848,0.3692164001296151,197.0,144.0,60.0,127.0,133.0,10.0,5.0,18.0,72.0,17.0,44.9,1.0,0.0,0.0,8.0,0.0,0.0,83.0,661.0,0.0,14.0,2.0,2925.0,88.0,16.0,2.0,3.0,73.0,7.0,3.0
42,Arauca,0.11099999999999999,0.10526051065749294,0.631,0.732,1.01,80.3,21.7,7.232,9.466,75.49,0.5838973970523018,0.0,0.0,82,0.21,0.1669999999999999,1,0,77758.0,64709.0,8679.0,32556.0,32199.0,23818.0,96851.0,165464.0,262315.0,417.4285714285714,11.013309261902762,1.708438735790028,0.6307835998703848,0.3692164001296151,197.0,144.0,60.0,127.0,133.0,10.0,5.0,18.0,72.0,17.0,44.9,1.0,0.0,0.0,8.0,0.0,0.0,83.0,661.0,0.0,14.0,2.0,2925.0,88.0,16.0,2.0,3.0,73.0,7.0,3.0
43,Arauca,0.182,0.16720791898390644,0.631,0.732,1.01,80.3,21.7,7.232,9.466,75.49,39.17739083726863,0.0,0.0,82,0.24,0.293,1,0,77758.0,64709.0,8679.0,32556.0,32199.0,23818.0,96851.0,165464.0,262315.0,417.4285714285714,11.013309261902762,1.708438735790028,0.6307835998703848,0.3692164001296151,197.0,144.0,60.0,127.0,133.0,10.0,5.0,18.0,72.0,17.0,44.9,1.0,0.0,0.0,8.0,0.0,0.0,83.0,661.0,0.0,14.0,2.0,2925.0,88.0,16.0,2.0,3.0,73.0,7.0,3.0
44,Arauca,0.11499999999999999,0.10885440491208208,0.631,0.732,1.01,80.3,21.7,7.232,9.466,75.49,11.343473181208632,0.0,0.0,82,0.09,0.0163,1,0,77758.0,64709.0,8679.0,32556.0,32199.0,23818.0,96851.0,165464.0,262315.0,417.4285714285714,11.013309261902762,1.708438735790028,0.6307835998703848,0.3692164001296151,197.0,144.0,60.0,127.0,133.0,10.0,5.0,18.0,72.0,17.0,44.9,1.0,0.0,0.0,8.0,0.0,0.0,83.0,661.0,0.0,14.0,2.0,2925.0,88.0,16.0,2.0,3.0,73.0,7.0,3.0
45,Arauca,0.733,0.5498540107334691,0.631,0.732,1.01,80.3,21.7,7.232,9.466,75.49,12.48075146288882,0.0,0.0,82,0.1,0.0347,1,0,77758.0,64709.0,8679.0,32556.0,32199.0,23818.0,96851.0,165464.0,262315.0,417.4285714285714,11.013309261902762,1.708438735790028,0.6307835998703848,0.3692164001296151,197.0,144.0,60.0,127.0,133.0,10.0,5.0,18.0,72.0,17.0,44.9,1.0,0.0,0.0,8.0,0.0,0.0,83.0,661.0,0.0,14.0,2.0,2925.0,88.0,16.0,2.0,3.0,73.0,7.0,3.0
46,Arauca,0.5549999999999999,0.4414755456311974,0.631,0.732,1.01,80.3,21.7,7.232,9.466,75.49,70.06628357408763,0.0,0.0,82,0.12,0.0278,1,0,77758.0,64709.0,8679.0,32556.0,32199.0,23818.0,96851.0,165464.0,262315.0,417.4285714285714,11.013309261902762,1.708438735790028,0.6307835998703848,0.3692164001296151,197.0,144.0,60.0,127.0,133.0,10.0,5.0,18.0,72.0,17.0,44.9,1.0,0.0,0.0,8.0,0.0,0.0,83.0,661.0,0.0,14.0,2.0,2925.0,88.0,16.0,2.0,3.0,73.0,7.0,3.0
47,Arauca,0.079,0.0760346862759976,0.631,0.732,1.01,80.3,21.7,7.232,9.466,75.49,212.27677195542287,0.0,0.0,82,0.08,0.0089,1,0,77758.0,64709.0,8679.0,32556.0,32199.0,23818.0,96851.0,165464.0,262315.0,417.4285714285714,11.013309261902762,1.708438735790028,0.6307835998703848,0.3692164001296151,197.0,144.0,60.0,127.0,133.0,10.0,5.0,18.0,72.0,17.0,44.9,1.0,0.0,0.0,8.0,0.0,0.0,83.0,661.0,0.0,14.0,2.0,2925.0,88.0,16.0,2.0,3.0,73.0,7.0,3.0
48,Arauca,0.012,0.011928570865273802,0.584,0.737,1.01,80.9,25.1,7.388,9.478,75.7,0.6590368809272918,2.0,0.014388489208633,87,0.06,0.0026,1,0,62683.0,48265.0,8551.0,31666.0,31156.0,23818.0,97283.0,167907.0,265190.0,417.4285714285714,11.13401629020069,1.7259644542211898,0.633157358874769,0.3668426411252309,197.0,144.0,60.0,127.0,133.0,26.0,0.0,12.0,103.0,9.0,180.53,1.0,4.0,0.0,12.0,2.0,0.0,162.0,532.0,0.0,27.0,10.0,2199.0,107.0,26.0,1.0,9.0,65.0,9.0,6.0
49,Arauca,0.048,0.04688358589885042,0.584,0.737,1.01,80.9,25.1,7.388,9.478,75.7,10.21415002757504,2.0,0.014388489208633,87,0.39,0.476,1,0,62683.0,48265.0,8551.0,31666.0,31156.0,23818.0,97283.0,167907.0,265190.0,417.4285714285714,11.13401629020069,1.7259644542211898,0.633157358874769,0.3668426411252309,197.0,144.0,60.0,127.0,133.0,26.0,0.0,12.0,103.0,9.0,180.53,1.0,4.0,0.0,12.0,2.0,0.0,162.0,532.0,0.0,27.0,10.0,2199.0,107.0,26.0,1.0,9.0,65.0,9.0,6.0
50,Arauca,0.07100000000000001,0.06859279146561173,0.584,0.737,1.01,80.9,25.1,7.388,9.478,75.7,4500.350822313853,2.0,0.014388489208633,87,0.08,0.0161,1,0,62683.0,48265.0,8551.0,31666.0,31156.0,23818.0,97283.0,167907.0,265190.0,417.4285714285714,11.13401629020069,1.7259644542211898,0.633157358874769,0.3668426411252309,197.0,144.0,60.0,127.0,133.0,26.0,0.0,12.0,103.0,9.0,180.53,1.0,4.0,0.0,12.0,2.0,0.0,162.0,532.0,0.0,27.0,10.0,2199.0,107.0,26.0,1.0,9.0,65.0,9.0,6.0
51,Arauca,0.007,0.006975613736425242,0.584,0.737,1.01,80.9,25.1,7.388,9.478,75.7,133.1794768194768,2.0,0.014388489208633,87,0.07,0.0023,1,0,62683.0,48265.0,8551.0,31666.0,31156.0,23818.0,97283.0,167907.0,265190.0,417.4285714285714,11.13401629020069,1.7259644542211898,0.633157358874769,0.3668426411252309,197.0,144.0,60.0,127.0,133.0,26.0,0.0,12.0,103.0,9.0,180.53,1.0,4.0,0.0,12.0,2.0,0.0,162.0,532.0,0.0,27.0,10.0,2199.0,107.0,26.0,1.0,9.0,65.0,9.0,6.0
52,Arauca,0.9640000000000001,0.6749832099322742,0.584,0.737,1.01,80.9,25.1,7.388,9.478,75.7,9.040005406135965,2.0,0.014388489208633,87,0.14,0.0496,1,0,62683.0,48265.0,8551.0,31666.0,31156.0,23818.0,97283.0,167907.0,265190.0,417.4285714285714,11.13401629020069,1.7259644542211898,0.633157358874769,0.3668426411252309,197.0,144.0,60.0,127.0,133.0,26.0,0.0,12.0,103.0,9.0,180.53,1.0,4.0,0.0,12.0,2.0,0.0,162.0,532.0,0.0,27.0,10.0,2199.0,107.0,26.0,1.0,9.0,65.0,9.0,6.0
